source,target,value,year,level
Projection (relational algebra),Gauss map,1,2002,2
Projection (relational algebra),Surface (topology),1,2002,2
Gauss map,Surface (topology),1,2002,2
Perception,Stereo camera,1,2002,2
Perception,Stereopsis,1,2002,2
Stereo camera,Stereopsis,1,2002,2
Workstation,Visualization,1,2002,2
Web application,Bottleneck,1,2002,2
Point cloud,Visualization,1,2002,2
Context (archaeology),Point cloud,1,2002,2
Frame (networking),Point (geometry),1,2002,2
Radar,Atmospheric model,1,2002,2
Radar,Visualization,1,2002,2
Terrain,Context (archaeology),1,2002,2
Terrain,Atmospheric model,1,2002,2
Context (archaeology),Atmospheric model,1,2002,2
Atmospheric model,Visualization,1,2002,2
Software,Rendering (computer graphics),1,2002,2
Software,Adaptive mesh refinement,1,2002,2
Rendering (computer graphics),Adaptive mesh refinement,1,2002,2
Visualization,Adaptive mesh refinement,1,2002,2
Frame (networking),Frustum,1,2002,2
Frame (networking),Animation,1,2002,2
Frame (networking),Position (finance),1,2002,2
Frame (networking),Context (archaeology),1,2002,2
Frame (networking),Point cloud,1,2002,2
Position (finance),Visualization,1,2002,2
Frame (networking),Visualization,1,2002,2
Frustum,Animation,1,2002,2
Frustum,Position (finance),1,2002,2
Frustum,Context (archaeology),1,2002,2
Frustum,Point (geometry),1,2002,2
Frustum,Point cloud,1,2002,2
Frustum,Visualization,1,2002,2
Animation,Position (finance),1,2002,2
Animation,Context (archaeology),1,2002,2
Animation,Point (geometry),1,2002,2
Animation,Point cloud,1,2002,2
Position (finance),Context (archaeology),1,2002,2
Position (finance),Point (geometry),1,2002,2
Position (finance),Point cloud,1,2002,2
Biological data,Visualization,1,2002,2
Space (punctuation),Biological data,1,2002,2
Annotation,Visualization,1,2002,2
Surface (topology),Rendering (computer graphics),1,2002,2
Image warping,Extraction (chemistry),1,2002,2
Image warping,Dynamic time warping,1,2002,2
Cube (algebra),Polygon mesh,1,2002,2
Rendering (computer graphics),Cube (algebra),1,2002,2
Surface (topology),Polygon mesh,1,2002,2
Surface (topology),Cube (algebra),1,2002,2
Grid,Polygon mesh,1,2002,2
Tree (set theory),Segmentation,1,2002,2
Data compression,Grid,1,2002,2
Encoder,Polygon mesh,1,2002,2
Encoder,Grid,1,2002,2
Encoder,Data compression,1,2002,2
Dimension (graph theory),Visualization,1,2002,2
Focus (optics),Dimension (graph theory),1,2002,2
Image warping,Volume (thermodynamics),1,2002,2
Dynamic time warping,Extraction (chemistry),1,2002,2
Dynamic time warping,Volume (thermodynamics),1,2002,2
Extraction (chemistry),Volume (thermodynamics),1,2002,2
Tetrahedron,Rendering (computer graphics),1,2002,2
Tetrahedron,Cache,1,2002,2
Tetrahedron,Data structure,1,2002,2
Rendering (computer graphics),Cache,1,2002,2
Cache,Data structure,1,2002,2
Computed tomography,Rendering (computer graphics),1,2002,2
Computed tomography,Tree (set theory),1,2002,2
Computed tomography,Computer graphics,1,2002,2
Computed tomography,Graphics,1,2002,2
Computed tomography,Segmentation,1,2002,2
Rendering (computer graphics),Tree (set theory),1,2002,2
Rendering (computer graphics),Segmentation,1,2002,2
Tree (set theory),Computer graphics,1,2002,2
Point (geometry),Dimension (graph theory),1,2002,2
Point (geometry),Focus (optics),1,2002,2
Pixel,Visualization,1,2002,2
Visualization,Object (grammar),1,2002,2
Sensory cue,Set (abstract data type),1,2002,2
Sensory cue,Perception,1,2002,2
Sensory cue,Motion (physics),1,2002,2
Sensory cue,Visualization,1,2002,2
Sensory cue,Object (grammar),1,2002,2
Rendering (computer graphics),Set (abstract data type),1,2002,2
Rendering (computer graphics),Perception,1,2002,2
Rendering (computer graphics),Motion (physics),1,2002,2
Set (abstract data type),Perception,1,2002,2
Set (abstract data type),Motion (physics),1,2002,2
Set (abstract data type),Object (grammar),1,2002,2
Perception,Motion (physics),1,2002,2
Perception,Object (grammar),1,2002,2
Perturbation (astronomy),Focus (optics),1,2002,2
Function (biology),Context (archaeology),1,2002,2
Pixel,Dimension (graph theory),1,2002,2
Function (biology),Space (punctuation),1,2002,2
Function (biology),Pixel,1,2002,2
Function (biology),Point (geometry),1,2002,2
Function (biology),Focus (optics),1,2002,2
Function (biology),Dimension (graph theory),1,2002,2
Function (biology),Visualization,1,2002,2
Context (archaeology),Pixel,1,2002,2
Context (archaeology),Dimension (graph theory),1,2002,2
Space (punctuation),Pixel,1,2002,2
Space (punctuation),Point (geometry),1,2002,2
Space (punctuation),Focus (optics),1,2002,2
Space (punctuation),Dimension (graph theory),1,2002,2
Pixel,Point (geometry),1,2002,2
Pixel,Focus (optics),1,2002,2
Tree (set theory),Graphics,1,2002,2
Computer graphics,Segmentation,1,2002,2
Annotation,Biological data,1,2002,2
The Internet,Visualization,1,2002,2
Gateway (web page),Visualization,1,2002,2
Routing (electronic design automation),Visualization,1,2002,2
Routing (electronic design automation),Gateway (web page),1,2002,2
Cripple,Visualization,1,2002,2
Cripple,Gateway (web page),1,2002,2
Cripple,Routing (electronic design automation),1,2002,2
The Internet,Gateway (web page),1,2002,2
Graphics,Segmentation,1,2002,2
The Internet,Routing (electronic design automation),1,2002,2
The Internet,Cripple,1,2002,2
Scope (computer science),Visualization,1,2002,2
Scope (computer science),Computer graphics,1,2002,2
Scope (computer science),Rendering (computer graphics),1,2002,2
Preprocessor,Visualization,1,2002,2
Domain (mathematical analysis),Variety (cybernetics),1,2002,2
Domain (mathematical analysis),IBM,1,2002,2
Visualization,Variety (cybernetics),1,2002,2
Visualization,IBM,1,2002,2
Variety (cybernetics),IBM,1,2002,2
Variation (astronomy),Context (archaeology),1,2002,2
Variation (astronomy),Scalability,1,2002,2
Variation (astronomy),Annotation,1,2002,2
Variation (astronomy),Space (punctuation),1,2002,2
Variation (astronomy),Biological data,1,2002,2
Context (archaeology),Scalability,1,2002,2
Context (archaeology),Annotation,1,2002,2
Context (archaeology),Biological data,1,2002,2
Scalability,Annotation,1,2002,2
Scalability,Space (punctuation),1,2002,2
Scalability,Biological data,1,2002,2
Annotation,Space (punctuation),1,2002,2
Preprocessor,Computer graphics,1,2002,2
Preprocessor,Rendering (computer graphics),1,2002,2
Preprocessor,Scope (computer science),1,2002,2
Turbulence,Convection,1,2002,2
Rendering (computer graphics),Thermal conductivity,1,2002,2
Rendering (computer graphics),Rayleigh scattering,1,2002,2
Rendering (computer graphics),Turbulence,1,2002,2
Rendering (computer graphics),Convection,1,2002,2
Rendering (computer graphics),Plume,1,2002,2
Thermal conductivity,Rayleigh scattering,1,2002,2
Thermal conductivity,Turbulence,1,2002,2
Thermal conductivity,Convection,1,2002,2
Thermal conductivity,Visualization,1,2002,2
Thermal conductivity,Plume,1,2002,2
Rayleigh scattering,Turbulence,1,2002,2
Rayleigh scattering,Convection,1,2002,2
Rayleigh scattering,Visualization,1,2002,2
Rayleigh scattering,Plume,1,2002,2
Turbulence,Visualization,1,2002,2
Scale (ratio),Visualization,1,2002,2
Turbulence,Plume,1,2002,2
Convection,Visualization,1,2002,2
Convection,Plume,1,2002,2
Visualization,Plume,1,2002,2
Documentation,Scale (ratio),1,2002,2
Documentation,Preprocessor,1,2002,2
Documentation,Scope (computer science),1,2002,2
Documentation,Rendering (computer graphics),1,2002,2
Documentation,Computer graphics,1,2002,2
Documentation,Visualization,1,2002,2
Scale (ratio),Preprocessor,1,2002,2
Scale (ratio),Scope (computer science),1,2002,2
Scale (ratio),Rendering (computer graphics),1,2002,2
Scale (ratio),Computer graphics,1,2002,2
Perturbation (astronomy),Surface (topology),1,2002,2
Molecular dynamics,Visualization,1,2002,2
Metric space,Surface (topology),1,2002,2
Table (database),Visualization,1,2002,2
Context (archaeology),Separable space,1,2002,2
Visualization,Separable space,1,2002,2
Focus (optics),Separable space,1,2002,2
Metadata,Drill,1,2002,2
Metadata,Hierarchy,1,2002,2
Metadata,Table (database),1,2002,2
Metadata,Visualization,1,2002,2
Metadata,Tuple,1,2002,2
Drill,Hierarchy,1,2002,2
Drill,Table (database),1,2002,2
Drill,Visualization,1,2002,2
Drill,Tuple,1,2002,2
Hierarchy,Table (database),1,2002,2
Hierarchy,Tuple,1,2002,2
Table (database),Tuple,1,2002,2
Quadratic equation,Minification,1,2002,2
Visualization,Tuple,1,2002,2
Computation,Eigenvalues and eigenvectors,1,2002,2
Computation,Algebraic number,1,2002,2
Computation,Graph,1,2002,2
Computation,Quadratic equation,1,2002,2
Computation,Minification,1,2002,2
Eigenvalues and eigenvectors,Algebraic number,1,2002,2
Eigenvalues and eigenvectors,Graph,1,2002,2
Eigenvalues and eigenvectors,Quadratic equation,1,2002,2
Eigenvalues and eigenvectors,Minification,1,2002,2
Algebraic number,Graph,1,2002,2
Algebraic number,Quadratic equation,1,2002,2
Algebraic number,Minification,1,2002,2
Graph,Quadratic equation,1,2002,2
Visualization,Scatter plot,1,2002,2
Graphics,Scatter plot,1,2002,2
Computer graphics,Scatter plot,1,2002,2
Animation,Scatter plot,1,2002,2
Animation,Tree (set theory),1,2002,2
Animation,Space (punctuation),1,2002,2
Animation,Partition (number theory),1,2002,2
Animation,Hierarchy,1,2002,2
Tree (set theory),Space (punctuation),1,2002,2
Tree (set theory),Partition (number theory),1,2002,2
Tree (set theory),Hierarchy,1,2002,2
Space (punctuation),Partition (number theory),1,2002,2
Space (punctuation),Hierarchy,1,2002,2
Partition (number theory),Hierarchy,1,2002,2
Partition (number theory),Visualization,1,2002,2
Variation (astronomy),Hierarchical database model,1,2002,2
Hierarchical database model,Visualization,1,2002,2
Diagram,Data structure,1,2002,2
Diagram,String (physics),1,2002,2
Diagram,Arc (geometry),1,2002,2
Diagram,Visualization,1,2002,2
Data structure,String (physics),1,2002,2
Data structure,Arc (geometry),1,2002,2
String (physics),Arc (geometry),1,2002,2
String (physics),Visualization,1,2002,2
Arc (geometry),Visualization,1,2002,2
Plot (graphics),Animation,1,2002,2
Plot (graphics),Computer graphics,1,2002,2
Plot (graphics),Graphics,1,2002,2
Plot (graphics),Visualization,1,2002,2
Plot (graphics),Scatter plot,1,2002,2
Animation,Computer graphics,1,2002,2
Animation,Graphics,1,2002,2
Graph,Minification,1,2002,2
Focus (optics),Stack (abstract data type),1,2002,2
Metric space,Focus (optics),1,2002,2
Computed tomography,Path (computing),1,2002,2
Medial axis,Polygon mesh,1,2002,2
Medial axis,Visualization,1,2002,2
Medial axis,Skeletonization,1,2002,2
Geodesic,Voxel,1,2002,2
Geodesic,Polygon mesh,1,2002,2
Geodesic,Visualization,1,2002,2
Geodesic,Skeletonization,1,2002,2
Voxel,Polygon mesh,1,2002,2
Voxel,Visualization,1,2002,2
Voxel,Skeletonization,1,2002,2
Polygon mesh,Visualization,1,2002,2
Polygon mesh,Skeletonization,1,2002,2
Visualization,Skeletonization,1,2002,2
Computed tomography,Plane (geometry),1,2002,2
Computed tomography,Medical imaging,1,2002,2
Structuring,Cluster analysis,1,2002,2
Computed tomography,Planar,1,2002,2
Computed tomography,Process (computing),1,2002,2
Computed tomography,Lumen (anatomy),1,2002,2
Computed tomography,Imaging phantom,1,2002,2
Computed tomography,Visualization,1,2002,2
Plane (geometry),Path (computing),1,2002,2
Plane (geometry),Medical imaging,1,2002,2
Plane (geometry),Planar,1,2002,2
Plane (geometry),Process (computing),1,2002,2
Plane (geometry),Lumen (anatomy),1,2002,2
Plane (geometry),Imaging phantom,1,2002,2
Plane (geometry),Visualization,1,2002,2
Path (computing),Medical imaging,1,2002,2
Path (computing),Planar,1,2002,2
Medial axis,Voxel,1,2002,2
Medial axis,Geodesic,1,2002,2
Rendering (computer graphics),Skeletonization,1,2002,2
Rendering (computer graphics),Geodesic,1,2002,2
Structuring,Benchmark (surveying),1,2002,2
Structuring,Scalability,1,2002,2
Structuring,Quadratic equation,1,2002,2
Structuring,Visualization,1,2002,2
Cluster analysis,Benchmark (surveying),1,2002,2
Cluster analysis,Scalability,1,2002,2
Cluster analysis,Quadratic equation,1,2002,2
Cluster analysis,Visualization,1,2002,2
Benchmark (surveying),Scalability,1,2002,2
Benchmark (surveying),Quadratic equation,1,2002,2
Benchmark (surveying),Visualization,1,2002,2
Scalability,Quadratic equation,1,2002,2
Quadratic equation,Visualization,1,2002,2
Domain (mathematical analysis),Crash,1,2002,2
Domain (mathematical analysis),Venture capital,1,2002,2
Visualization,Crash,1,2002,2
Visualization,Venture capital,1,2002,2
Crash,Venture capital,1,2002,2
Metaphor,Path (computing),1,2002,2
Metaphor,Set (abstract data type),1,2002,2
Path (computing),Set (abstract data type),1,2002,2
Measure (data warehouse),Usability,1,2002,2
Measure (data warehouse),Visualization,1,2002,2
Triangulation,Medial axis,1,2002,2
Triangulation,Geodesic,1,2002,2
Triangulation,Voxel,1,2002,2
Triangulation,Polygon mesh,1,2002,2
Triangulation,Skeletonization,1,2002,2
Rendering (computer graphics),Medial axis,1,2002,2
Set (abstract data type),Focus (optics),1,2002,2
Hierarchy,Focus (optics),1,2002,2
Hierarchy,Set (abstract data type),1,2002,2
Encoding (memory),Viewpoints,1,2002,2
Uncertain data,Measurement uncertainty,1,2002,2
Uncertain data,Uncertainty analysis,1,2002,2
Uncertain data,Visualization,1,2002,2
Degree (music),Propagation of uncertainty,1,2002,2
Degree (music),Measurement uncertainty,1,2002,2
Degree (music),Uncertainty analysis,1,2002,2
Degree (music),Visualization,1,2002,2
Propagation of uncertainty,Measurement uncertainty,1,2002,2
Propagation of uncertainty,Uncertainty analysis,1,2002,2
Propagation of uncertainty,Visualization,1,2002,2
Measurement uncertainty,Uncertainty analysis,1,2002,2
Measurement uncertainty,Visualization,1,2002,2
Uncertainty analysis,Visualization,1,2002,2
Encoding (memory),Icon,1,2002,2
Encoding (memory),Perception,1,2002,2
Node (physics),Visualization,1,2002,2
Encoding (memory),Visualization,1,2002,2
Icon,Viewpoints,1,2002,2
Icon,Perception,1,2002,2
Icon,Visualization,1,2002,2
Viewpoints,Perception,1,2002,2
Viewpoints,Visualization,1,2002,2
Metric (unit),Space (punctuation),1,2002,2
Metric (unit),Illusion,1,2002,2
Metric (unit),Affine transformation,1,2002,2
Metric (unit),Perception,1,2002,2
Metric (unit),Euclidean space,1,2002,2
Euclidean geometry,Space (punctuation),1,2002,2
Euclidean geometry,Illusion,1,2002,2
Euclidean geometry,Affine transformation,1,2002,2
Uncertain data,Propagation of uncertainty,1,2002,2
Uncertain data,Degree (music),1,2002,2
Bounded function,Visualization,1,2002,2
Bounded function,Uncertainty analysis,1,2002,2
Abstraction,Traverse,1,2002,2
Abstraction,Visualization,1,2002,2
Data structure,Graph,1,2002,2
Data structure,Traverse,1,2002,2
Graph,Traverse,1,2002,2
Traverse,Visualization,1,2002,2
Schema (genetic algorithms),Database design,1,2002,2
Schema (genetic algorithms),Flexibility (engineering),1,2002,2
Schema (genetic algorithms),Relational database,1,2002,2
Schema (genetic algorithms),Visualization,1,2002,2
Database design,Flexibility (engineering),1,2002,2
Database design,Relational database,1,2002,2
Database design,Visualization,1,2002,2
Flexibility (engineering),Relational database,1,2002,2
Flexibility (engineering),Visualization,1,2002,2
Relational database,Visualization,1,2002,2
Computer graphics,Selection (genetic algorithm),1,2002,2
Visualization,Selection (genetic algorithm),1,2002,2
Selection (genetic algorithm),Graphics,1,2002,2
Pixel,Population,1,2002,2
Pixel,Demographics,1,2002,2
Pixel,Quadtree,1,2002,2
Population,Demographics,1,2002,2
Population,Quadtree,1,2002,2
Demographics,Quadtree,1,2002,2
Bounded function,Uncertain data,1,2002,2
Bounded function,Degree (music),1,2002,2
Bounded function,Propagation of uncertainty,1,2002,2
Bounded function,Measurement uncertainty,1,2002,2
Euclidean geometry,Perception,1,2002,2
Euclidean geometry,Visualization,1,2002,2
Euclidean geometry,Euclidean space,1,2002,2
Tree (set theory),Point (geometry),1,2002,2
Tree (set theory),Biologist,1,2002,2
Key (lock),Point (geometry),1,2002,2
Key (lock),Set (abstract data type),1,2002,2
Key (lock),Visualization,1,2002,2
Key (lock),Biologist,1,2002,2
Point (geometry),Set (abstract data type),1,2002,2
Point (geometry),Biologist,1,2002,2
Set (abstract data type),Biologist,1,2002,2
Visualization,Biologist,1,2002,2
Usability,Control reconfiguration,1,2002,2
Usability,Selection (genetic algorithm),1,2002,2
Usability,Node (physics),1,2002,2
Usability,Hierarchy,1,2002,2
Usability,Set (abstract data type),1,2002,2
Usability,Focus (optics),1,2002,2
Control reconfiguration,Selection (genetic algorithm),1,2002,2
Control reconfiguration,Node (physics),1,2002,2
Control reconfiguration,Hierarchy,1,2002,2
Control reconfiguration,Set (abstract data type),1,2002,2
Control reconfiguration,Focus (optics),1,2002,2
Control reconfiguration,Visualization,1,2002,2
Selection (genetic algorithm),Node (physics),1,2002,2
