Year,DOI,Title,OpenAlex Year,OpenAlex Publication Date,OpenAlex ID,OpenAlex Title,OpenAlex DOI,OpenAlex URL,OpenAlex Venue ID,OpenAlex Venue Name,OpenAlex Publisher,Publication Type,OpenAlex First Page,OpenAlex Last Page,Number of Pages,Number of References,Number of Authors,Number of Concepts,Number of Citations,Citation API URL,Number of Citation API URLs
2018,10.1109/TVCG.2018.2865022,VIS Author Profiles: Interactive Descriptions of Publication Records Combining Text and Visualization,2019,2019-01-01,W2905178843,VIS Author Profiles: Interactive Descriptions of Publication Records Combining Text and Visualization,https://doi.org/10.1109/tvcg.2018.2865022,https://doi.org/10.1109/tvcg.2018.2865022,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,152,161,10.0,35,2,11,25,https://api.openalex.org/works?filter=cites:W2905178843,1
2018,10.1109/TVCG.2018.2865042,Identification of Temporally Varying Areas of Interest in Long-Duration Eye-Tracking Data Sets,2019,2019-01-01,W2890529371,Identification of Temporally Varying Areas of Interest in Long-Duration Eye-Tracking Data Sets,https://doi.org/10.1109/tvcg.2018.2865042,https://doi.org/10.1109/tvcg.2018.2865042,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,87,97,11.0,43,5,14,10,https://api.openalex.org/works?filter=cites:W2890529371,1
1990,10.1109/VISUAL.1990.146366,Animation techniques for chain-coded objects,1990,1990-10-23,W2039434641,Animation techniques for chain-coded objects,https://doi.org/10.5555/949531.949542,https://doi.org/10.1109/VISUAL.1990.146366,,ieee visualization,IEEE Computer Society Press,proceedings-article,67,73,7.0,4,1,17,1,https://api.openalex.org/works?filter=cites:W2039434641,1
1990,10.1109/VISUAL.1990.146392,Visualization of scalar data defined on a structured grid-applications to petroleum research,1990,1990-10-23,W2100779096,Visualization of scalar data defined on a structured grid-applications to petroleum research,https://doi.org/10.5555/949531.949575,https://dblp.uni-trier.de/db/conf/visualization/visualization1990.html#PajonT90,,ieee visualization,IEEE Computer Society Press,proceedings-article,281,288,8.0,4,2,12,2,https://api.openalex.org/works?filter=cites:W2100779096,1
1990,10.1109/VISUAL.1990.146396,Scattered data interpolation tools in a microcomputer visualization environment,1990,1990-10-23,W2160792506,Scattered data interpolation tools in a microcomputer visualization environment,https://doi.org/10.5555/949531.949581,https://dblp.uni-trier.de/db/conf/visualization/visualization1990.html#Voegde90,,ieee visualization,IEEE Computer Society Press,proceedings-article,315,322,8.0,13,1,12,0,https://api.openalex.org/works?filter=cites:W2160792506,1
1992,10.1109/VISUAL.1992.235214,Representing medical images with partitioning trees,1992,1992-10-19,W2171631271,Representing medical images with partitioning trees,https://doi.org/10.5555/949685.949714,https://dl.acm.org/doi/10.5555/949685.949714,,ieee visualization,IEEE Computer Society Press,proceedings-article,147,154,8.0,16,2,15,3,https://api.openalex.org/works?filter=cites:W2171631271,1
1993,10.1109/VISUAL.1993.398871,Dichromatic color representations for complex display systems,1993,1993-10-25,W2159756583,Dichromatic color representations for complex display systems,https://doi.org/10.5555/949845.949886,https://dblp.uni-trier.de/db/conf/visualization/visualization1993.html#PeercyH93,,ieee visualization,IEEE Computer Society,proceedings-article,212,219,8.0,19,2,7,1,https://api.openalex.org/works?filter=cites:W2159756583,1
1994,10.1109/VISUAL.1994.346290,Visualization of volcanic ash clouds,1995,1995-07-01,W2077313059,Visualization of volcanic ash clouds,https://doi.org/10.1109/38.391488,https://doi.org/10.1109/38.391488,https://openalex.org/V105380075,IEEE Computer Graphics and Applications,Institute of Electrical and Electronics Engineers,journal-article,34,39,6.0,1,2,14,3,https://api.openalex.org/works?filter=cites:W2077313059,1
1995,10.1109/VISUAL.1995.480808,Fast normal estimation using surface characteristics,1995,1995-10-29,W2156046367,Fast normal estimation using surface characteristics,https://doi.org/10.5555/832271.833869,https://dblp.uni-trier.de/db/conf/visualization/visualization1995.html#ShinS95,,ieee visualization,IEEE Computer Society,proceedings-article,159,166,8.0,15,2,14,3,https://api.openalex.org/works?filter=cites:W2156046367,1
1995,10.1109/VISUAL.1995.485153,A visualization tool for studying the development of the moss Physcomitrella patens,1995,1995-10-29,W2152993231,A visualization tool for studying the development of the moss Physcomitrella patens,https://doi.org/10.1109/visual.1995.485153,https://doi.org/10.1109/visual.1995.485153,,ieee visualization,IEEE,proceedings-article,364,367,4.0,4,2,9,2,https://api.openalex.org/works?filter=cites:W2152993231,1
1995,10.1109/VISUAL.1995.485156,Flow visualization in a hypersonic fin/ramp flow,1995,1995-10-29,W2146735661,Flow visualization in a hypersonic fin/ramp flow,https://doi.org/10.5555/832271.833863,https://dblp.uni-trier.de/db/conf/visualization/visualization1995.html#PagendarmG95,,ieee visualization,IEEE Computer Society,proceedings-article,379,382,4.0,10,2,7,2,https://api.openalex.org/works?filter=cites:W2146735661,1
1995,10.1109/VISUAL.1995.485158,Turbulent flow visualization in computational and experimental hydraulics,1995,1995-10-29,W1508612207,Turbulent flow visualization in computational and experimental hydraulics,https://doi.org/10.5555/832271.833889,https://dblp.uni-trier.de/db/conf/visualization/visualization1995.html#MynettSH95,,ieee visualization,IEEE Computer Society,proceedings-article,388,391,4.0,5,3,9,2,https://api.openalex.org/works?filter=cites:W1508612207,1
1997,10.1109/VISUAL.1997.663918,Instructional software for visualizing optical phenomena,1997,1997-10-01,W2139127829,Instructional software for visualizing optical phenomena,https://doi.org/10.5555/266989.267118,http://www.vidimce.org/publications/top/top_ieee_vis.pdf,,ieee visualization,IEEE Computer Society Press,proceedings-article,447,450,4.0,4,4,11,2,https://api.openalex.org/works?filter=cites:W2139127829,1
1998,10.1109/VISUAL.1998.745293,Efficient co-triangulation of large data sets,1998,1998-10-18,W2101254795,Efficient co-triangulation of large data sets,https://doi.org/10.5555/288216.288233,http://dblp.uni-trier.de/db/conf/visualization/visualization1998.html#WeimerWTWS98,,ieee visualization,IEEE Computer Society Press,proceedings-article,119,126,8.0,24,5,10,3,https://api.openalex.org/works?filter=cites:W2101254795,1
1998,10.1109/VISUAL.1998.745331,Development of a multi-source visualization prototype,1998,1998-10-18,W2171581557,Development of a multi-source visualization prototype,https://doi.org/10.5555/288216.288332,http://dblp.uni-trier.de/db/conf/visualization/visualization1998.html#KeelyU98,,ieee visualization,IEEE Computer Society Press,proceedings-article,411,414,4.0,11,2,14,3,https://api.openalex.org/works?filter=cites:W2171581557,1
1998,10.1109/VISUAL.1998.745335,Visualization in corneal topography,1998,1998-10-18,W1986963462,Visualization in corneal topography,https://doi.org/10.5555/288216.288337,http://dblp.uni-trier.de/db/conf/visualization/visualization1998.html#VosS98,,ieee visualization,IEEE Computer Society Press,proceedings-article,427,430,4.0,6,2,15,3,https://api.openalex.org/works?filter=cites:W1986963462,1
1998,10.1109/VISUAL.1998.745349,Configuration space visualization for mechanical design,1998,1998-10-18,W2162139769,Configuration space visualization for mechanical design,https://doi.org/10.5555/288216.288373,http://dblp.uni-trier.de/db/conf/visualization/visualization1998.html#SacksJ98,,ieee visualization,IEEE Computer Society Press,proceedings-article,483,486,4.0,8,2,11,3,https://api.openalex.org/works?filter=cites:W2162139769,1
1999,10.1109/VISUAL.1999.809925,Geo-spatial visualization for situational awareness,1999,1999-10-25,W1577857261,Geo-spatial visualization for situational awareness,https://doi.org/10.1109/visual.1999.809925,https://doi.org/10.1109/visual.1999.809925,,ieee visualization,IEEE Computer Society,proceedings-article,441,559,119.0,5,3,17,3,https://api.openalex.org/works?filter=cites:W1577857261,1
1999,10.1109/VISUAL.1999.809936,Visualizing Simulated Room Fires,1999,1999-10-25,W1505843728,Visualizing simulated room fires,https://doi.org/10.1109/visual.1999.809936,https://doi.org/10.1109/visual.1999.809936,,ieee visualization,IEEE Computer Society,proceedings-article,475,565,91.0,5,3,6,3,https://api.openalex.org/works?filter=cites:W1505843728,1
2000,10.1109/VISUAL.2000.885743,Real-time visualization of the clear-up of a former US naval base,2000,2000-01-01,W3150197758,Real-time visualization of the clear-up of a former US naval base,https://doi.org/10.1109/visual.2000.885743,https://doi.org/10.1109/visual.2000.885743,,ieee visualization,,proceedings-article,505,508,4.0,2,4,4,1,https://api.openalex.org/works?filter=cites:W3150197758,1
2002,10.1109/INFVIS.2002.1173162,Demystifying venture capital investing,2002,2002-10-28,W2144655566,Demystifying venture capital investing,https://doi.org/10.1109/infvis.2002.1173162,https://doi.org/10.1109/infvis.2002.1173162,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,161,164,4.0,5,1,9,3,https://api.openalex.org/works?filter=cites:W2144655566,1
2002,10.1109/VISUAL.2002.1183827,Case study on the adaptation of interactive visualization applications to Web-based production for operational mesoscale weather models,2002,2002-10-27,W2169119595,Case study on the adaptation of interactive visualization applications to Web-based production for operational mesoscale weather models,https://doi.org/10.5555/602099.602195,https://dblp.uni-trier.de/db/conf/visualization/visualization2002.html#Treinish02,,ieee visualization,IEEE Computer Society,proceedings-article,549,552,4.0,8,1,8,3,https://api.openalex.org/works?filter=cites:W2169119595,1
2002,10.1109/VISUAL.2002.1183829,A case study on the applications of a generic library for low-cost polychromatic passive stereo,2002,2002-10-27,W2120675156,A case study on the applications of a generic library for low-cost polychromatic passive stereo,https://doi.org/10.5555/602099.602197,https://dblp.uni-trier.de/db/conf/visualization/visualization2002.html#StegmaierRE02,,ieee visualization,IEEE Computer Society,proceedings-article,557,560,4.0,6,3,9,3,https://api.openalex.org/works?filter=cites:W2120675156,1
2004,10.1109/VISUAL.2004.82,PQuad: visualization of predicted peptides and proteins,2004,2004-10-10,W2114818341,PQuad: Visualization of Predicted Peptides and Proteins,https://doi.org/10.1109/visual.2004.82,https://doi.org/10.1109/visual.2004.82,,ieee visualization,IEEE Computer Society,proceedings-article,473,480,8.0,17,4,9,3,https://api.openalex.org/works?filter=cites:W2114818341,1
2005,10.1109/VISUAL.2005.1532849,Interpolation and visualization for advected scalar fields,2005,2005-11-21,W2148660185,Interpolation and visualization for advected scalar fields,https://doi.org/10.1109/visual.2005.1532849,https://doi.org/10.1109/visual.2005.1532849,,ieee visualization,IEEE,proceedings-article,615,622,8.0,42,2,10,3,https://api.openalex.org/works?filter=cites:W2148660185,1
2009,10.1109/VAST.2009.5333917,Using projection and 2D plots to visually reveal genetic mechanisms of complex human disorders,2009,2009-11-13,W2112499754,Using projection and 2D plots to visually reveal genetic mechanisms of complex human disorders,https://doi.org/10.1109/vast.2009.5333917,https://doi.org/10.1109/vast.2009.5333917,,visual analytics science and technology,IEEE,proceedings-article,171,178,8.0,13,4,14,3,https://api.openalex.org/works?filter=cites:W2112499754,1
2012,10.1109/TVCG.2012.214,Different Strokes for Different Folks: Visual Presentation Design between Disciplines,2012,2012-12-01,W2039603596,Different Strokes for Different Folks: Visual Presentation Design between Disciplines,https://doi.org/10.1109/tvcg.2012.214,https://doi.org/10.1109/tvcg.2012.214,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2411,2420,10.0,16,5,11,4,https://api.openalex.org/works?filter=cites:W2039603596,1
2012,10.1109/TVCG.2012.198,Analysis of Streamline Separation at Infinity Using Time-Discrete Markov Chains,2012,2012-12-01,W2042548049,Analysis of Streamline Separation at Infinity Using Time-Discrete Markov Chains,https://doi.org/10.1109/tvcg.2012.198,https://doi.org/10.1109/tvcg.2012.198,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2140,2148,9.0,25,2,8,5,https://api.openalex.org/works?filter=cites:W2042548049,1
2012,10.1109/TVCG.2012.210,Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,2012,2012-12-01,W2083099147,Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,https://doi.org/10.1109/tvcg.2012.210,https://doi.org/10.1109/tvcg.2012.210,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2069,2077,9.0,27,3,7,3,https://api.openalex.org/works?filter=cites:W2083099147,1
2013,10.1109/TVCG.2013.230,Visualization of Shape Motions in Shape Space,2013,2013-12-01,W2027553120,Visualization of Shape Motions in Shape Space,https://doi.org/10.1109/tvcg.2013.230,https://doi.org/10.1109/tvcg.2013.230,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2644,2652,9.0,38,2,12,3,https://api.openalex.org/works?filter=cites:W2027553120,1
2014,10.1109/TVCG.2014.2346437,Effects of Presentation Mode and Pace Control on Performance in Image Classification,2014,2014-11-06,W1995750887,Effects of Presentation Mode and Pace Control on Performance in Image Classification,https://doi.org/10.1109/tvcg.2014.2346437,https://doi.org/10.1109/tvcg.2014.2346437,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2301,2309,9.0,12,2,10,5,https://api.openalex.org/works?filter=cites:W1995750887,1
2014,10.1109/TVCG.2014.2346425,Visualizing 2-dimensional Manifolds with Curve Handles in 4D,2014,2014-12-01,W2030987040,Visualizing 2-dimensional Manifolds with Curve Handles in 4D.,https://doi.org/10.1109/tvcg.2014.2346425,https://doi.org/10.1109/tvcg.2014.2346425,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2575,2584,10.0,26,3,10,8,https://api.openalex.org/works?filter=cites:W2030987040,1
2014,10.1109/TVCG.2014.2346457,Volume-Preserving Mapping and Registration for Collective Data Visualization,2014,2014-12-01,W1977204088,Volume-Preserving Mapping and Registration for Collective Data Visualization,https://doi.org/10.1109/tvcg.2014.2346457,https://doi.org/10.1109/tvcg.2014.2346457,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2664,2673,10.0,33,3,11,3,https://api.openalex.org/works?filter=cites:W1977204088,1
2014,10.1109/TVCG.2014.2346412,A Robust Parity Test for Extracting Parallel Vectors in 3D,2014,2014-11-06,W1980089050,A Robust Parity Test for Extracting Parallel Vectors in 3D.,https://doi.org/10.1109/tvcg.2014.2346412,https://doi.org/10.1109/tvcg.2014.2346412,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2526,2534,9.0,17,4,11,5,https://api.openalex.org/works?filter=cites:W1980089050,1
2015,10.1109/SciVis.2015.7429493,Auto-Calibration of Multi-Projector Displays with a Single Handheld Camera,2015,2015-10-25,W2294756768,Auto-calibration of multi-projector displays with a single handheld camera,https://doi.org/10.1109/scivis.2015.7429493,https://doi.org/10.1109/scivis.2015.7429493,,2015 IEEE Scientific Visualization Conference (SciVis),IEEE,proceedings-article,65,72,8.0,27,4,12,4,https://api.openalex.org/works?filter=cites:W2294756768,1
2015,10.1109/TVCG.2015.2467412,Adaptive Multilinear Tensor Product Wavelets,2016,2016-01-31,W1951251367,Adaptive Multilinear Tensor Product Wavelets,https://doi.org/10.1109/tvcg.2015.2467412,https://doi.org/10.1109/tvcg.2015.2467412,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,985,994,10.0,41,2,9,4,https://api.openalex.org/works?filter=cites:W1951251367,1
2016,10.1109/TVCG.2016.2598619,Multi-Granular Trend Detection for Time-Series Analysis,2017,2017-01-01,W2515205715,Multi-Granular Trend Detection for Time-Series Analysis,https://doi.org/10.1109/tvcg.2016.2598619,https://doi.org/10.1109/tvcg.2016.2598619,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,661,670,10.0,35,5,9,5,https://api.openalex.org/works?filter=cites:W2515205715,1
2016,10.1109/TVCG.2016.2599040,Direct Multifield Volume Ray Casting of Fiber Surfaces,2017,2017-01-01,W2515389849,Direct Multifield Volume Ray Casting of Fiber Surfaces,https://doi.org/10.1109/tvcg.2016.2599040,https://doi.org/10.1109/tvcg.2016.2599040,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,941,949,9.0,44,5,13,8,https://api.openalex.org/works?filter=cites:W2515389849,1
2016,10.1109/VAST.2016.7883516,PorosityAnalyzer: Visual Analysis and Evaluation of Segmentation Pipelines to Determine the Porosity in Fiber-Reinforced Polymers,2016,2016-10-01,W2600770019,PorosityAnalyzer: Visual analysis and evaluation of segmentation pipelines to determine the porosity in fiber-reinforced polymers,https://doi.org/10.1109/vast.2016.7883516,https://doi.org/10.1109/vast.2016.7883516,,visual analytics science and technology,IEEE,proceedings-article,101,110,10.0,21,5,10,8,https://api.openalex.org/works?filter=cites:W2600770019,1
2017,10.1109/TVCG.2017.2744018,Nonlinear Dot Plots,2018,2018-01-01,W2753539354,Nonlinear Dot Plots,https://doi.org/10.1109/tvcg.2017.2744018,https://doi.org/10.1109/tvcg.2017.2744018,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,616,625,10.0,34,2,9,10,https://api.openalex.org/works?filter=cites:W2753539354,1
2017,10.1109/TVCG.2017.2745878,The Explanatory Visualization Framework: An Active Learning Framework for Teaching Creative Computing Using Explanatory Visualizations,2018,2018-01-01,W2752686866,The Explanatory Visualization Framework: An Active Learning Framework for Teaching Creative Computing Using Explanatory Visualizations,https://doi.org/10.1109/tvcg.2017.2745878,https://doi.org/10.1109/tvcg.2017.2745878,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,791,801,11.0,69,4,7,17,https://api.openalex.org/works?filter=cites:W2752686866,1
2017,10.1109/VAST.2017.8585484,CRICTO: Supporting Sensemaking through Crowdsourced Information Schematization,2017,2017-10-01,W2905763651,CRICTO: Supporting Sensemaking through Crowdsourced Information Schematization,https://doi.org/10.1109/vast.2017.8585484,https://doi.org/10.1109/vast.2017.8585484,,visual analytics science and technology,IEEE,proceedings-article,139,150,12.0,39,4,8,8,https://api.openalex.org/works?filter=cites:W2905763651,1
2018,10.1109/TVCG.2018.2865075,Embedded Merge & Split: Visual Adjustment of Data Grouping,2019,2019-01-01,W2888602375,Embedded Merge & Split: Visual Adjustment of Data Grouping,https://doi.org/10.1109/tvcg.2018.2865075,https://doi.org/10.1109/tvcg.2018.2865075,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,800,809,10.0,37,4,9,7,https://api.openalex.org/works?filter=cites:W2888602375,1
2018,10.1109/TVCG.2018.2865144,Vistrates: A Component Model for Ubiquitous Analytics,2019,2019-01-01,W2888308855,Vistrates: A Component Model for Ubiquitous Analytics,https://doi.org/10.1109/tvcg.2018.2865144,https://doi.org/10.1109/tvcg.2018.2865144,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,586,596,11.0,64,5,13,20,https://api.openalex.org/works?filter=cites:W2888308855,1
2018,10.1109/TVCG.2018.2865194,DimReader: Axis lines that explain non-linear projections,2019,2019-01-01,W2887976008,DimReader: Axis lines that explain non-linear projections,https://doi.org/10.1109/tvcg.2018.2865194,https://doi.org/10.1109/tvcg.2018.2865194,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,481,490,10.0,48,3,16,21,https://api.openalex.org/works?filter=cites:W2887976008,1
2018,10.1109/TVCG.2018.2865235,"Multiple Coordinated Views at Large Displays for Multiple Users: Empirical Findings on User Behavior, Movements, and Distances",2019,2019-01-01,W2888085014,"Multiple Coordinated Views at Large Displays for Multiple Users: Empirical Findings on User Behavior, Movements, and Distances",https://doi.org/10.1109/tvcg.2018.2865235,https://doi.org/10.1109/tvcg.2018.2865235,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,608,618,11.0,76,3,10,31,https://api.openalex.org/works?filter=cites:W2888085014,1
2018,10.1109/TVCG.2018.2864801,CoDDA: A Flexible Copula-based Distribution Driven Analysis Framework for Large-Scale Multivariate Data,2019,2019-01-01,W2888277127,CoDDA: A Flexible Copula-based Distribution Driven Analysis Framework for Large-Scale Multivariate Data,https://doi.org/10.1109/tvcg.2018.2864801,https://doi.org/10.1109/tvcg.2018.2864801,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1214,1224,11.0,60,4,7,12,https://api.openalex.org/works?filter=cites:W2888277127,1
2018,10.1109/TVCG.2018.2864828,Objective Vortex Corelines of Finite-sized Objects in Fluid Flows,2019,2019-01-01,W2904709255,Objective Vortex Corelines of Finite-sized Objects in Fluid Flows,https://doi.org/10.1109/tvcg.2018.2864828,https://doi.org/10.1109/tvcg.2018.2864828,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,956,966,11.0,75,2,15,10,https://api.openalex.org/works?filter=cites:W2904709255,1
2018,10.1109/TVCG.2018.2864848,Shared-Memory Parallel Computation of Morse-Smale Complexes with Improved Accuracy,2019,2019-01-01,W2902125368,Shared-Memory Parallel Computation of Morse-Smale Complexes with Improved Accuracy,https://doi.org/10.1109/tvcg.2018.2864848,https://doi.org/10.1109/tvcg.2018.2864848,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1183,1192,10.0,30,3,10,21,https://api.openalex.org/works?filter=cites:W2902125368,1
2018,10.1109/TVCG.2018.2864814,BitExTract: Interactive Visualization for Extracting Bitcoin Exchange Intelligence,2019,2019-01-01,W2905087913,BitExTract: Interactive Visualization for Extracting Bitcoin Exchange Intelligence,https://doi.org/10.1109/tvcg.2018.2864814,https://doi.org/10.1109/tvcg.2018.2864814,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,162,171,10.0,34,7,11,30,https://api.openalex.org/works?filter=cites:W2905087913,1
2018,10.1109/TVCG.2018.2864825,EnsembleLens: Ensemble-based Visual Exploration of Anomaly Detection Algorithms with Multidimensional Data,2019,2019-01-01,W2905064480,EnsembleLens: Ensemble-based Visual Exploration of Anomaly Detection Algorithms with Multidimensional Data,https://doi.org/10.1109/tvcg.2018.2864825,https://doi.org/10.1109/tvcg.2018.2864825,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,109,119,11.0,77,5,16,19,https://api.openalex.org/works?filter=cites:W2905064480,1
2018,10.1109/TVCG.2018.2864826,VIBR: Visualizing Bipartite Relations at Scale with the Minimum Description Length Principle,2019,2019-01-01,W2893486522,V i B r : Visualizing Bipartite Relations at Scale with the Minimum Description Length Principle,https://doi.org/10.1109/tvcg.2018.2864826,https://doi.org/10.1109/tvcg.2018.2864826,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,321,330,10.0,46,4,13,11,https://api.openalex.org/works?filter=cites:W2893486522,1
2018,10.1109/TVCG.2018.2864885,Visual Progression Analysis of Event Sequence Data,2019,2019-01-01,W2903837810,Visual Progression Analysis of Event Sequence Data,https://doi.org/10.1109/tvcg.2018.2864885,https://doi.org/10.1109/tvcg.2018.2864885,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,417,426,10.0,44,6,11,36,https://api.openalex.org/works?filter=cites:W2903837810,1
2018,10.1109/TVCG.2018.2864905,Doccurate: A Curation-Based Approach for Clinical Text Visualization,2019,2019-01-01,W2905485741,Doccurate : A Curation-Based Approach for Clinical Text Visualization,https://doi.org/10.1109/tvcg.2018.2864905,https://doi.org/10.1109/tvcg.2018.2864905,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,142,151,10.0,33,4,9,15,https://api.openalex.org/works?filter=cites:W2905485741,1
2018,10.1109/TVCG.2018.2865021,GraphProtector: A Visual Interface for Employing and Assessing Multiple Privacy Preserving Graph Algorithms,2019,2019-01-01,W2888276855,GraphProtector: A Visual Interface for Employing and Assessing Multiple Privacy Preserving Graph Algorithms,https://doi.org/10.1109/tvcg.2018.2865021,https://doi.org/10.1109/tvcg.2018.2865021,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,193,203,11.0,55,8,13,20,https://api.openalex.org/works?filter=cites:W2888276855,1
2018,10.1109/TVCG.2018.2865028,Vulnus: Visual Vulnerability Analysis for Network Security,2019,2019-01-01,W2888387191,Vulnus: Visual Vulnerability Analysis for Network Security,https://doi.org/10.1109/tvcg.2018.2865028,https://doi.org/10.1109/tvcg.2018.2865028,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,183,192,10.0,30,5,9,11,https://api.openalex.org/works?filter=cites:W2888387191,1
2018,10.1109/TVCG.2018.2865029,Situ: Identifying and Explaining Suspicious Behavior in Networks,2019,2019-01-01,W2894279555,Situ: Identifying and Explaining Suspicious Behavior in Networks,https://doi.org/10.1109/tvcg.2018.2865029,https://doi.org/10.1109/tvcg.2018.2865029,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,204,214,11.0,42,8,12,27,https://api.openalex.org/works?filter=cites:W2894279555,1
2018,10.1109/TVCG.2018.2865047,"SIRIUS: Dual, Symmetric, Interactive Dimension Reductions",2019,2019-01-01,W2888244365,"SIRIUS: Dual, Symmetric, Interactive Dimension Reductions",https://doi.org/10.1109/tvcg.2018.2865047,https://doi.org/10.1109/tvcg.2018.2865047,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,172,182,11.0,53,6,14,20,https://api.openalex.org/works?filter=cites:W2888244365,1
2018,10.1109/VAST.2018.8802454,EmbeddingVis: A Visual Analytics Approach to Comparative Network Embedding Inspection,2018,2018-10-01,W2969396217,EmbeddingVis: A Visual Analytics Approach to Comparative Network Embedding Inspection,https://doi.org/10.1109/vast.2018.8802454,https://doi.org/10.1109/vast.2018.8802454,,visual analytics science and technology,IEEE,proceedings-article,48,59,12.0,49,6,14,19,https://api.openalex.org/works?filter=cites:W2969396217,1
2018,10.1109/VAST.2018.8802509,Analyzing the Noise Robustness of Deep Neural Networks,2018,2018-10-09,W2969980980,Analyzing the Noise Robustness of Deep Neural Networks,https://doi.org/10.1109/tvcg.2020.2969185,https://doi.org/10.1109/tvcg.2020.2969185,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,3289,3304,16.0,76,6,10,36,https://api.openalex.org/works?filter=cites:W2969980980,1
1990,10.1109/VISUAL.1990.146364,Displaying voxel-based objects according to their qualitative shape synthesis,1990,1990-10-23,W1979983982,Displaying voxel-based objects according to their qualitative shape synthesis,https://doi.org/10.5555/949531.949539,http://ieeexplore.ieee.org/document/146364/,,ieee visualization,IEEE Computer Society Press,proceedings-article,51,58,8.0,34,1,13,0,https://api.openalex.org/works?filter=cites:W1979983982,1
1990,10.1109/VISUAL.1990.146403,Visualization of free form volumes,1990,1990-10-23,W1977817023,Visualization of free form volumes,https://doi.org/10.5555/949531.949589,https://dblp.uni-trier.de/db/conf/visualization/visualization1990.html#Lasser90,,ieee visualization,IEEE Computer Society Press,proceedings-article,379,386,8.0,16,1,10,2,https://api.openalex.org/works?filter=cites:W1977817023,1
