Year,DOI,Title,OpenAlex Year,OpenAlex Publication Date,OpenAlex ID,OpenAlex Title,OpenAlex DOI,OpenAlex URL,OpenAlex Venue ID,OpenAlex Venue Name,OpenAlex Publisher,Publication Type,OpenAlex First Page,OpenAlex Last Page,Number of Pages,Number of References,Number of Authors,Number of Concepts,Number of Citations,Citation API URL,Number of Citation API URLs
1996,10.1109/VISUAL.1996.567807,Volume tracking,2002,2002-12-24,W4230807262,Volume tracking,https://doi.org/10.1109/visual.1996.567807,https://doi.org/10.1109/visual.1996.567807,,Proceedings of Seventh Annual IEEE Visualization '96,,proceedings-article,,,,0,2,3,1,https://api.openalex.org/works?filter=cites:W4230807262,1
2000,10.1109/VISUAL.2000.885692,Visual cues for imminent object contact in realistic virtual environment,2000,2000-01-01,W3145343953,Visual cues for imminent object contact in realistic virtual environments,https://doi.org/10.1109/visual.2000.885692,https://doi.org/10.1109/visual.2000.885692,,ieee visualization,,proceedings-article,179,185,7.0,0,6,8,20,https://api.openalex.org/works?filter=cites:W3145343953,1
2001,10.1109/INFVIS.2001.963275,Cluster stability and the use of noise in interpretation of clustering,2001,2001-10-22,W2101275184,Cluster stability and the use of noise in interpretation of clustering,https://doi.org/10.1109/infvis.2001.963275,https://doi.org/10.1109/infvis.2001.963275,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,23,30,8.0,18,3,10,71,https://api.openalex.org/works?filter=cites:W2101275184,1
2006,10.1109/TVCG.2006.146,Full Body Virtual Autopsies using a State-of-the-art Volume Rendering Pipeline,2006,2006-09-01,W2168247174,Full Body Virtual Autopsies using a State-of-the-art Volume Rendering Pipeline,https://doi.org/10.1109/tvcg.2006.146,https://doi.org/10.1109/tvcg.2006.146,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,869,876,8.0,33,5,8,74,https://api.openalex.org/works?filter=cites:W2168247174,1
2007,10.1109/TVCG.2007.70590,Segmentation of Three-dimensional Retinal Image Data,2007,2007-11-01,W2156984914,Segmentation of Three-dimensional Retinal Image Data,https://doi.org/10.1109/tvcg.2007.70590,https://doi.org/10.1109/tvcg.2007.70590,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1719,1726,8.0,28,6,14,72,https://api.openalex.org/works?filter=cites:W2156984914,1
2009,10.1109/TVCG.2009.157,Interactive Visualization of Molecular Surface Dynamics,2009,2009-11-01,W2169113748,Interactive Visualization of Molecular Surface Dynamics,https://doi.org/10.1109/tvcg.2009.157,https://doi.org/10.1109/tvcg.2009.157,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1391,1398,8.0,41,3,12,75,https://api.openalex.org/works?filter=cites:W2169113748,1
2014,10.1109/TVCG.2014.2346441,Multivariate Network Exploration and Presentation: From Detail to Overview via Selections and Aggregations,2014,2014-11-06,W2112837953,Multivariate Network Exploration and Presentation: From Detail to Overview via Selections and Aggregations.,https://doi.org/10.1109/tvcg.2014.2346441,https://doi.org/10.1109/tvcg.2014.2346441,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2310,2319,10.0,44,2,8,97,https://api.openalex.org/works?filter=cites:W2112837953,1
2014,10.1109/TVCG.2014.2346455,Curve Boxplot: Generalization of Boxplot for Ensembles of Curves,2014,2014-11-06,W1982271317,Curve Boxplot: Generalization of Boxplot for Ensembles of Curves,https://doi.org/10.1109/tvcg.2014.2346455,https://doi.org/10.1109/tvcg.2014.2346455,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2654,2663,10.0,59,3,12,109,https://api.openalex.org/works?filter=cites:W1982271317,1
2015,10.1109/TVCG.2015.2468078,Reducing Snapshots to Points: A Visual Analytics Approach to Dynamic Network Exploration,2016,2016-01-31,W1939177925,Reducing Snapshots to Points: A Visual Analytics Approach to Dynamic Network Exploration,https://doi.org/10.1109/tvcg.2015.2468078,https://doi.org/10.1109/tvcg.2015.2468078,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1,10,10.0,60,4,14,117,https://api.openalex.org/works?filter=cites:W1939177925,1
1991,10.1109/VISUAL.1991.175777,Fast rotation of volume data on parallel architectures,2002,2002-12-10,W4241978124,Fast rotation of volume data on parallel architectures,https://doi.org/10.1109/visual.1991.175777,https://doi.org/10.1109/visual.1991.175777,,Proceeding Visualization '91,,proceedings-article,,,,0,2,5,0,https://api.openalex.org/works?filter=cites:W4241978124,1
1996,10.1109/INFVIS.1996.559226,Visualizing the global topology of the MBone,1996,1996-10-28,W2099182613,Visualizing the global topology of the MBone,https://doi.org/10.1109/infvis.1996.559226,https://doi.org/10.1109/infvis.1996.559226,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,85,92,8.0,6,4,9,62,https://api.openalex.org/works?filter=cites:W2099182613,1
2000,10.1109/VISUAL.2000.885696,Pen-and-ink rendering in volume visualisation,2000,2000-10-01,W2052661379,Pen-and-Ink rendering in volume visualisation,https://doi.org/10.5555/375213.375243,https://dblp.uni-trier.de/db/conf/visualization/visualization2000.html#TreavettC00,,ieee visualization,IEEE Computer Society Press,proceedings-article,203,210,8.0,36,2,13,64,https://api.openalex.org/works?filter=cites:W2052661379,1
2000,10.1109/VISUAL.2000.885704,Isosurfacing in higher dimensions,2000,2000-10-01,W2045468524,Isosurfacing in higher dimensions,https://doi.org/10.5555/375213.375253,https://doi.org/10.1109/VISUAL.2000.885704,,ieee visualization,IEEE Computer Society Press,proceedings-article,267,273,7.0,29,3,14,59,https://api.openalex.org/works?filter=cites:W2045468524,1
2001,10.1109/VISUAL.2001.964515,Fast detection of meaningful isosurfaces for volume data visualization,2001,2001-10-21,W2138979757,Fast detection of meaningful isosurfaces for volume data visualization,https://doi.org/10.5555/601671.601706,http://ieeexplore.ieee.org/document/964515/,,ieee visualization,IEEE Computer Society,proceedings-article,223,230,8.0,17,3,13,60,https://api.openalex.org/works?filter=cites:W2138979757,1
2001,10.1109/VISUAL.2001.964545,An immersive virtual environment for DT-MRI volume visualization applications: a case study,2001,2001-01-01,W3144047545,An immersive virtual environment for DT-MRI volume visualization applications: a case study,https://doi.org/10.1109/visual.2001.964545,https://doi.org/10.1109/visual.2001.964545,,ieee visualization,,proceedings-article,437,584,148.0,7,10,8,74,https://api.openalex.org/works?filter=cites:W3144047545,1
2002,10.1109/VISUAL.2002.1183779,Simulating fire with texture splats,2002,2002-10-27,W2097122245,Simulating fire with texture splats,https://doi.org/10.5555/602099.602134,https://www3.cs.stonybrook.edu/~mueller/papers/Fire.pdf,,ieee visualization,IEEE Computer Society,proceedings-article,227,235,9.0,17,4,12,62,https://api.openalex.org/works?filter=cites:W2097122245,1
2005,10.1109/VISUAL.2005.1532806,Teniae coli guided navigation and registration for virtual colonoscopy,2005,2005-11-21,W2110605989,Teniae coli guided navigation and registration for virtual colonoscopy,https://doi.org/10.1109/vis.2005.96,https://doi.org/10.1109/vis.2005.96,,ieee visualization,IEEE,proceedings-article,279,285,7.0,31,4,7,29,https://api.openalex.org/works?filter=cites:W2110605989,1
2006,10.1109/TVCG.2006.161,Measuring Data Abstraction Quality in Multiresolution Visualizations,2006,2006-09-01,W2096070028,Measuring Data Abstraction Quality in Multiresolution Visualizations,https://doi.org/10.1109/tvcg.2006.161,https://doi.org/10.1109/tvcg.2006.161,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,709,716,8.0,38,4,9,79,https://api.openalex.org/works?filter=cites:W2096070028,1
2007,10.1109/TVCG.2007.70591,Semantic Layers for Illustrative Volume Rendering,2007,2007-11-01,W2139982105,Semantic Layers for Illustrative Volume Rendering,https://doi.org/10.1109/tvcg.2007.70591,https://doi.org/10.1109/tvcg.2007.70591,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1336,1343,8.0,24,3,9,57,https://api.openalex.org/works?filter=cites:W2139982105,1
2010,10.1109/TVCG.2010.157,FI3D: Direct-Touch Interaction for the Exploration of 3D Scientific Visualization Spaces,2010,2010-11-01,W2166261239,FI3D: Direct-Touch Interaction for the Exploration of 3D Scientific Visualization Spaces,https://doi.org/10.1109/tvcg.2010.157,https://doi.org/10.1109/tvcg.2010.157,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1613,1622,10.0,50,5,9,72,https://api.openalex.org/works?filter=cites:W2166261239,1
2010,10.1109/TVCG.2010.207,Two-Phase Mapping for Projecting Massive Data Sets,2010,2010-11-01,W2059972655,Two-Phase Mapping for Projecting Massive Data Sets,https://doi.org/10.1109/tvcg.2010.207,https://doi.org/10.1109/tvcg.2010.207,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1281,1290,10.0,35,3,10,79,https://api.openalex.org/works?filter=cites:W2059972655,1
2010,10.1109/TVCG.2010.213,Visual Exploration of High Dimensional Scalar Functions,2010,2010-11-01,W2144968255,Visual Exploration of High Dimensional Scalar Functions,https://doi.org/10.1109/tvcg.2010.213,https://doi.org/10.1109/tvcg.2010.213,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1271,1280,10.0,61,4,13,83,https://api.openalex.org/works?filter=cites:W2144968255,1
2016,10.1109/TVCG.2016.2598495,Visual Interaction with Dimensionality Reduction: A Structured Literature Analysis,2017,2017-01-01,W2517066960,Visual Interaction with Dimensionality Reduction: A Structured Literature Analysis,https://doi.org/10.1109/tvcg.2016.2598495,https://doi.org/10.1109/tvcg.2016.2598495,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,241,250,10.0,57,8,17,168,https://api.openalex.org/works?filter=cites:W2517066960,1
1996,10.1109/VISUAL.1996.568114,Real-time incremental visualization of dynamic ultrasound volumes using parallel BSP trees,1996,1996-10-27,W2124219491,Real-time incremental visualization of dynamic ultrasound volumes using parallel BSP trees,https://doi.org/10.5555/244979.245575,https://www.cs.unc.edu/techreports/96-018.pdf,,ieee visualization,IEEE Computer Society Press,proceedings-article,235,240,6.0,26,4,10,21,https://api.openalex.org/works?filter=cites:W2124219491,1
1999,10.1109/VISUAL.1999.809877,Skip Strips: maintaining triangle strips for view-dependent rendering,1999,1999-10-24,W2084615300,Skip strips: maintaining triangle strips for view-dependent rendering,https://doi.org/10.5555/319351.319366,http://dx.doi.org/10.1109/VISUAL.1999.809877,,ieee visualization,IEEE Computer Society Press,proceedings-article,131,138,8.0,20,3,10,58,https://api.openalex.org/works?filter=cites:W2084615300,1
1999,10.1109/VISUAL.1999.809884,Exploring geo-scientific data in virtual environments,1999,1999-10-24,W2060205462,Exploring geo-scientific data in virtual environments,https://doi.org/10.5555/319351.319371,https://doi.org/10.1109/VISUAL.1999.809884,,ieee visualization,IEEE Computer Society Press,proceedings-article,169,173,5.0,15,5,6,52,https://api.openalex.org/works?filter=cites:W2060205462,1
2001,10.1109/INFVIS.2001.963274,Change blindness in information visualization: a case study,2001,2001-10-22,W2105837702,Change blindness in information visualization: a case study,https://doi.org/10.1109/infvis.2001.963274,https://doi.org/10.1109/infvis.2001.963274,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,15,22,8.0,29,3,8,72,https://api.openalex.org/works?filter=cites:W2105837702,1
2001,10.1109/VISUAL.2001.964500,A simple algorithm for surface denoising,2001,2001-10-21,W2126228604,A simple algorithm for surface denoising,https://doi.org/10.5555/601671.601686,https://doi.org/10.1109/VISUAL.2001.964500,,ieee visualization,IEEE Computer Society,proceedings-article,107,112,6.0,21,3,12,62,https://api.openalex.org/works?filter=cites:W2126228604,1
2004,10.1109/VISUAL.2004.107,Tracking of vector field singularities in unstructured 3D time-dependent datasets,2004,2004-10-10,W2107593895,Tracking of Vector Field Singularities in Unstructured 3D Time-Dependent Datasets,https://doi.org/10.1109/visual.2004.107,https://doi.org/10.1109/visual.2004.107,,ieee visualization,IEEE,proceedings-article,329,336,8.0,20,3,15,76,https://api.openalex.org/works?filter=cites:W2107593895,1
2006,10.1109/VAST.2006.261429,D-Dupe: An Interactive Tool for Entity Resolution in Social Networks,2006,2006-12-26,W2149827033,D-Dupe: An Interactive Tool for Entity Resolution in Social Networks,https://doi.org/10.1007/11618058_46,https://doi.org/10.1007/11618058_46,https://openalex.org/V106296714,Lecture Notes in Computer Science,Springer Berlin / Heidelberg,book-chapter,505,507,3.0,24,4,10,70,https://api.openalex.org/works?filter=cites:W2149827033,1
2007,10.1109/VAST.2007.4389012,Visual Analysis of Controversy in User-generated Encyclopedias,2007,2007-10-30,W2067509321,Visual Analysis of Controversy in User-generated Encyclopedias,https://doi.org/10.1145/1391107.1391111,http://doi.org/10.1109/VAST.2007.4389012,,visual analytics science and technology,Palgrave Macmillan,proceedings-article,34,48,15.0,22,2,9,65,https://api.openalex.org/works?filter=cites:W2067509321,1
2008,10.1109/TVCG.2008.154,Particle-based Sampling and Meshing of Surfaces in Multimaterial Volumes,2008,2008-11-01,W2157168580,Particle-based Sampling and Meshing of Surfaces in Multimaterial Volumes,https://doi.org/10.1109/tvcg.2008.154,https://doi.org/10.1109/tvcg.2008.154,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1539,1546,8.0,51,5,15,67,https://api.openalex.org/works?filter=cites:W2157168580,1
2009,10.1109/TVCG.2009.163,Loop surgery for volumetric meshes: Reeb graphs reduced to contour trees,2009,2009-11-01,W2109354433,Loop surgery for volumetric meshes: Reeb graphs reduced to contour trees,https://doi.org/10.1109/tvcg.2009.163,https://doi.org/10.1109/tvcg.2009.163,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1177,1184,8.0,28,3,8,80,https://api.openalex.org/works?filter=cites:W2109354433,1
2013,10.1109/TVCG.2013.134,An Interaction Model for Visualizations Beyond The Desktop,2013,2013-12-01,W2087878135,An Interaction Model for Visualizations Beyond The Desktop,https://doi.org/10.1109/tvcg.2013.134,https://doi.org/10.1109/tvcg.2013.134,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2396,2405,10.0,43,2,9,89,https://api.openalex.org/works?filter=cites:W2087878135,1
2015,10.1109/TVCG.2015.2467771,TrajGraph: A Graph-Based Visual Analytics Approach to Studying Urban Network Centralities Using Taxi Trajectory Data,2016,2016-01-31,W1927636871,TrajGraph: A Graph-Based Visual Analytics Approach to Studying Urban Network Centralities Using Taxi Trajectory Data,https://doi.org/10.1109/tvcg.2015.2467771,https://doi.org/10.1109/tvcg.2015.2467771,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,160,169,10.0,37,6,14,107,https://api.openalex.org/works?filter=cites:W1927636871,1
2017,10.1109/TVCG.2017.2744158,LSTMVis: A Tool for Visual Analysis of Hidden State Dynamics in Recurrent Neural Networks,2018,2018-01-01,W2752194699,LSTMVis: A Tool for Visual Analysis of Hidden State Dynamics in Recurrent Neural Networks,https://doi.org/10.1109/tvcg.2017.2744158,https://doi.org/10.1109/tvcg.2017.2744158,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,667,676,10.0,34,4,14,212,https://api.openalex.org/works?filter=cites:W2752194699,1
1992,10.1109/VISUAL.1992.235193,Visualization of second order tensor fields and matrix data,1992,1992-10-19,W2098819183,Visualization of second order tensor fields and matrix data,https://doi.org/10.5555/949685.949741,https://repository.exst.jaxa.jp/dspace/handle/a-is/314509,,ieee visualization,IEEE Computer Society Press,proceedings-article,316,323,8.0,13,2,13,59,https://api.openalex.org/works?filter=cites:W2098819183,1
1992,10.1109/VISUAL.1992.235223,Massively parallel isosurface extraction,1992,1992-10-19,W2146647918,Massively parallel isosurface extraction,https://doi.org/10.5555/949685.949703,https://doi.org/10.1109/VISUAL.1992.235223,,ieee visualization,IEEE Computer Society Press,proceedings-article,77,83,7.0,8,2,9,61,https://api.openalex.org/works?filter=cites:W2146647918,1
1996,10.1109/VISUAL.1996.567784,Multi-frequency noise for LIC,1996,1996-10-27,W2138812339,Multi-frequency noise for LIC,https://doi.org/10.5555/244979.245033,http://dblp.uni-trier.de/db/conf/visualization/visualization1996.html#KiuB96,,ieee visualization,IEEE Computer Society Press,proceedings-article,121,126,6.0,6,2,11,63,https://api.openalex.org/works?filter=cites:W2138812339,1
1997,10.1109/VISUAL.1997.663930,Isosurface extraction using particle systems,1997,1997-10-01,W2120572158,Isosurface extraction using particle systems,https://doi.org/10.5555/266989.267130,https://doi.org/10.1109/VISUAL.1997.663930,,ieee visualization,IEEE Computer Society Press,proceedings-article,495,498,4.0,12,2,13,62,https://api.openalex.org/works?filter=cites:W2120572158,1
1998,10.1109/VISUAL.1998.745286,Surface reconstruction with anisotropic density-scaled alpha shapes,1998,1998-10-18,W2100016455,Surface reconstruction with anisotropic density-scaled alpha shapes,https://doi.org/10.5555/288216.288225,http://dblp.uni-trier.de/db/conf/visualization/visualization1998.html#TeichmannC98,,ieee visualization,IEEE Computer Society Press,proceedings-article,67,72,6.0,13,2,14,61,https://api.openalex.org/works?filter=cites:W2100016455,1
1999,10.1109/VISUAL.1999.809868,Tetrahedral Mesh Compression with the Cut-Border Machine,1999,1999-10-24,W2008507659,Tetrahedral mesh compression with the cut-border machine,https://doi.org/10.5555/319351.319356,https://www.cs.utah.edu/~sgumhold/Finals/tetraCompHi.pdf,,ieee visualization,IEEE Computer Society Press,proceedings-article,51,58,8.0,14,3,11,60,https://api.openalex.org/works?filter=cites:W2008507659,1
2002,10.1109/VISUAL.2002.1183774,Efficient computation of the topology of level sets,2002,2002-10-27,W2160747282,Efficient computation of the topology of level sets,https://doi.org/10.5555/602099.602127,https://doi.org/10.1109/VISUAL.2002.1183774,,ieee visualization,IEEE Computer Society,proceedings-article,187,194,8.0,10,2,12,60,https://api.openalex.org/works?filter=cites:W2160747282,1
2003,10.1109/VISUAL.2003.1250353,Advanced curved planar reformation: flattening of vascular structures,2003,2003-10-22,W2119570434,Advanced curved planar reformation: flattening of vascular structures,https://doi.org/10.1109/visual.2003.1250353,https://doi.org/10.1109/visual.2003.1250353,,ieee visualization,IEEE Computer Society,proceedings-article,7,,,11,4,10,57,https://api.openalex.org/works?filter=cites:W2119570434,1
2004,10.1109/INFVIS.2004.65,Time-Varying Data Visualization Using Information Flocking Boids,2004,2004-10-10,W2141710471,Time-Varying Data Visualization Using Information Flocking Boids,https://doi.org/10.1109/infovis.2004.65,https://doi.org/10.1109/INFVIS.2004.65,,ieee symposium on information visualization,IEEE,proceedings-article,97,104,8.0,17,1,6,54,https://api.openalex.org/works?filter=cites:W2141710471,1
2005,10.1109/INFVIS.2005.1532144,Two-tone pseudo coloring: compact visualization for one-dimensional data,2005,2005-10-23,W2097924927,Two-tone pseudo coloring: compact visualization for one-dimensional data,https://doi.org/10.1109/infovis.2005.35,https://doi.org/10.1109/infovis.2005.35,,ieee symposium on information visualization,IEEE,proceedings-article,23,23,1.0,10,6,10,71,https://api.openalex.org/works?filter=cites:W2097924927,1
2006,10.1109/TVCG.2006.116,An Advanced Evenly-Spaced Streamline Placement Algorithm,2006,2006-09-01,W2128205813,An Advanced Evenly-Spaced Streamline Placement Algorithm,https://doi.org/10.1109/tvcg.2006.116,https://doi.org/10.1109/tvcg.2006.116,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,965,972,8.0,20,3,5,77,https://api.openalex.org/works?filter=cites:W2128205813,1
2008,10.1109/TVCG.2008.133,Generation of Accurate Integral Surfaces in Time-Dependent Vector fields,2008,2008-11-01,W2112269749,Generation of Accurate Integral Surfaces in Time-Dependent Vector Fields,https://doi.org/10.1109/tvcg.2008.133,https://doi.org/10.1109/tvcg.2008.133,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1404,1411,8.0,20,5,12,64,https://api.openalex.org/works?filter=cites:W2112269749,1
2009,10.1109/TVCG.2009.123,code_swarm: A Design Study in Organic Software Visualization,2009,2009-11-01,W2129795311,code_swarm: A Design Study in Organic Software Visualization,https://doi.org/10.1109/tvcg.2009.123,https://doi.org/10.1109/tvcg.2009.123,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1097,1104,8.0,28,2,13,69,https://api.openalex.org/works?filter=cites:W2129795311,1
2009,10.1109/VAST.2009.5333878,Evaluating visual analytics systems for investigative analysis: Deriving design principles from a case study,2009,2009-11-13,W2044135788,Evaluating visual analytics systems for investigative analysis: Deriving design principles from a case study,https://doi.org/10.1109/vast.2009.5333878,https://doi.org/10.1109/vast.2009.5333878,,visual analytics science and technology,IEEE,proceedings-article,139,146,8.0,15,3,14,75,https://api.openalex.org/works?filter=cites:W2044135788,1
2009,10.1109/TVCG.2009.164,"Mapping High-fidelity Volume Rendering for Medical Imaging to CPU, GPU and Many-Core Architectures",2009,2009-11-01,W2157144208,"Mapping High-Fidelity Volume Rendering for Medical Imaging to CPU, GPU and Many-Core Architectures",https://doi.org/10.1109/tvcg.2009.164,https://doi.org/10.1109/tvcg.2009.164,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1563,1570,8.0,32,14,13,73,https://api.openalex.org/works?filter=cites:W2157144208,1
2015,10.1109/TVCG.2015.2467091,Reactive Vega: A Streaming Dataflow Architecture for Declarative Interactive Visualization,2016,2016-01-31,W1896226795,Reactive Vega: A Streaming Dataflow Architecture for Declarative Interactive Visualization,https://doi.org/10.1109/tvcg.2015.2467091,https://doi.org/10.1109/tvcg.2015.2467091,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,659,668,10.0,36,4,9,157,https://api.openalex.org/works?filter=cites:W1896226795,1
1996,10.1109/VISUAL.1996.567800,Multiresolution multidimensional wavelet brushing,1996,1996-10-27,W2099090501,Multiresolution multidimensional wavelet brushing,https://doi.org/10.5555/244979.245042,https://dblp.uni-trier.de/db/conf/visualization/visualization1996.html#WongB96,,ieee visualization,IEEE Computer Society Press,proceedings-article,141,148,8.0,18,2,11,61,https://api.openalex.org/works?filter=cites:W2099090501,1
1997,10.1109/VISUAL.1997.663863,Visualization of large terrains in resource-limited computing environments,1997,1997-01-01,W3151029127,Visualization of large terrains in resource-limited computing environments,https://doi.org/10.1109/visual.1997.663863,https://doi.org/10.1109/visual.1997.663863,,ieee visualization,,proceedings-article,95,102,8.0,9,2,6,30,https://api.openalex.org/works?filter=cites:W3151029127,1
1999,10.1109/VISUAL.1999.809887,Mixing translucent polygons with volumes,1999,1999-10-24,W2144304411,Mixing translucent polygons with volumes,https://doi.org/10.5555/319351.319374,http://dblp.uni-trier.de/db/conf/visualization/visualization1999.html#KreegerK99,,ieee visualization,IEEE Computer Society Press,proceedings-article,191,198,8.0,23,2,12,56,https://api.openalex.org/works?filter=cites:W2144304411,1
1999,10.1109/VISUAL.1999.809914,Volume rendering based interactive navigation within the human colon,1999,1999-10-25,W1870642593,Volume rendering based interactive navigation within the human colon,https://doi.org/10.1109/visual.1999.809914,https://doi.org/10.1109/visual.1999.809914,,ieee visualization,IEEE Computer Society,proceedings-article,397,549,153.0,17,5,15,54,https://api.openalex.org/works?filter=cites:W1870642593,1
2003,10.1109/INFVIS.2003.1249006,Exploring high-D spaces with multiform matrices and small multiples,2003,2003-10-19,W1487235154,Exploring high-D spaces with multiform matrices and small multiples,https://doi.org/10.1109/infvis.2003.1249006,https://doi.org/10.1109/infvis.2003.1249006,,ieee symposium on information visualization,NIH Public Access,proceedings-article,31,38,8.0,50,5,13,70,https://api.openalex.org/works?filter=cites:W1487235154,1
2004,10.1109/VISUAL.2004.59,Investigating swirl and tumble flow with a comparison of visualization techniques,2004,2004-10-10,W2532599107,Investigating Swirl and Tumble Flow with a Comparison of Visualization Techniques,https://doi.org/10.1109/visual.2004.59,https://doi.org/10.1109/visual.2004.59,,ieee visualization,IEEE Computer Society,proceedings-article,51,58,8.0,27,4,10,67,https://api.openalex.org/works?filter=cites:W2532599107,1
2006,10.1109/VAST.2006.261416,Beyond Usability: Evaluation Aspects of Visual Analytic Environments,2006,2006-12-26,W2148269024,Beyond Usability: Evaluation Aspects of Visual Analytic Environments,https://doi.org/10.1109/vast.2006.261416,https://doi.org/10.1109/vast.2006.261416,,visual analytics science and technology,IEEE,proceedings-article,145,150,6.0,19,1,13,71,https://api.openalex.org/works?filter=cites:W2148269024,1
2006,10.1109/TVCG.2006.164,"Multi-variate, Time Varying, and Comparative Visualization with Contextual Cues",2006,2006-09-01,W2169166445,"Multi-variate, Time Varying, and Comparative Visualization with Contextual Cues",https://doi.org/10.1109/tvcg.2006.164,https://doi.org/10.1109/tvcg.2006.164,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,909,916,8.0,22,2,15,63,https://api.openalex.org/works?filter=cites:W2169166445,1
2008,10.1109/VAST.2008.4677361,Visual analytics for complex concepts using a human cognition model,2008,2008-11-18,W1975411458,Visual analytics for complex concepts using a human cognition model,https://doi.org/10.1109/vast.2008.4677361,https://doi.org/10.1109/vast.2008.4677361,,visual analytics science and technology,IEEE,proceedings-article,91,98,8.0,32,3,13,73,https://api.openalex.org/works?filter=cites:W1975411458,1
2011,10.1109/TVCG.2011.178,Brushing Dimensions - A Dual Visual Analysis Model for High-Dimensional Data,2011,2011-12-01,W2153312812,Brushing Dimensions - A Dual Visual Analysis Model for High-Dimensional Data,https://doi.org/10.1109/tvcg.2011.178,https://doi.org/10.1109/tvcg.2011.178,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2591,2599,9.0,38,3,11,70,https://api.openalex.org/works?filter=cites:W2153312812,1
2011,10.1109/VAST.2011.6102455,Visual analysis of route diversity,2011,2011-12-15,W2062037128,Visual analysis of route diversity,https://doi.org/10.1109/vast.2011.6102455,https://doi.org/10.1109/vast.2011.6102455,,visual analytics science and technology,IEEE,proceedings-article,171,180,10.0,28,6,10,82,https://api.openalex.org/works?filter=cites:W2062037128,1
2014,10.1109/TVCG.2014.2346578,Opening the Black Box: Strategies for Increased User Involvement in Existing Algorithm Implementations,2014,2014-11-06,W2010058478,Opening the Black Box: Strategies for Increased User Involvement in Existing Algorithm Implementations,https://doi.org/10.1109/tvcg.2014.2346578,https://doi.org/10.1109/tvcg.2014.2346578,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1643,1652,10.0,52,5,13,97,https://api.openalex.org/works?filter=cites:W2010058478,1
1994,10.1109/VISUAL.1994.346312,Visualizing 3D velocity fields near contour surfaces,1994,1994-10-17,W2137812155,Visualizing 3D velocity fields near contour surfaces,https://doi.org/10.5555/951087.951133,http://web.cse.ohio-state.edu/~crawfis/Publications/Viz94.pdf,,ieee visualization,IEEE Computer Society Press,proceedings-article,248,255,8.0,10,3,15,60,https://api.openalex.org/works?filter=cites:W2137812155,1
