Year,DOI,Title,Number of Authors,Author Position,Author Name,OpenAlex Author ID,Affiliation Name,Affiliation Type
2008,10.1109/VAST.2008.4677358,Collaborative synthesis of visual analytic results,1.0,1.0,Anthony C. Robinson,https://openalex.org/A2118636684,"GeoVISTA Center, Department of Geography, Pennsylvania State University, USA",education
2008,10.1109/TVCG.2008.174,VisComplete: Automating Suggestions for Visualization Pipelines,5.0,1.0,D. Koop,https://openalex.org/A2133597698,"School of Computing, University of Utah, USA",education
2008,10.1109/TVCG.2008.174,VisComplete: Automating Suggestions for Visualization Pipelines,5.0,2.0,C.E. Scheidegger,https://openalex.org/A2119064567,"Scientific Computing and Imaging (SCI) Institute, University of Utah, USA",education
2008,10.1109/TVCG.2008.174,VisComplete: Automating Suggestions for Visualization Pipelines,5.0,3.0,S.P. Callahan,https://openalex.org/A2013029107,"Scientific Computing and Imaging (SCI) Institute, University of Utah, USA",education
2008,10.1109/TVCG.2008.174,VisComplete: Automating Suggestions for Visualization Pipelines,5.0,4.0,J. Freire,https://openalex.org/A2116519607,"School of Computing, University of Utah, USA",education
2008,10.1109/TVCG.2008.174,VisComplete: Automating Suggestions for Visualization Pipelines,5.0,5.0,C.T. Silva,https://openalex.org/A2150576810,"Scientific Computing and Imaging (SCI) Institute, University of Utah, USA",education
2011,10.1109/TVCG.2011.196,Exploring Ambient and Artistic Visualization for Residential Energy Use Feedback,2.0,1.0,Johnny Rodgers,https://openalex.org/A2164653910,"School of Interactive Arts Technology, Simon Fraser University, Canada",education
2011,10.1109/TVCG.2011.196,Exploring Ambient and Artistic Visualization for Residential Energy Use Feedback,2.0,2.0,Lyn Bartram,https://openalex.org/A2153175125,"School of Interactive Arts Technology, Simon Fraser University, Canada",education
2014,10.1109/TVCG.2014.2346298,Error Bars Considered Harmful: Exploring Alternate Encodings for Mean and Error,2.0,1.0,Michael Correll,https://openalex.org/A2097422673,"Department of Computer Sciences, University of Wisconsin-Madison",education
2014,10.1109/TVCG.2014.2346298,Error Bars Considered Harmful: Exploring Alternate Encodings for Mean and Error,2.0,2.0,Michael Gleicher,https://openalex.org/A743507883,"Department of Computer Sciences, University of Wisconsin-Madison",education
1997,10.1109/VISUAL.1997.663848,A comparison of normal estimation schemes,4.0,1.0,T. Moller,https://openalex.org/A2682213054,"The Advanced Computing Center for the Arts and Design, Ohio State Uinversity, Columbus, OH, USA",education
1997,10.1109/VISUAL.1997.663848,A comparison of normal estimation schemes,4.0,2.0,R. Machiraju,https://openalex.org/A2043574948,"Mississippi State University, Mississippi, United States",education
1997,10.1109/VISUAL.1997.663848,A comparison of normal estimation schemes,4.0,3.0,K. Mueller,https://openalex.org/A2162237831,"Department of Computer and Information Science, Ohio State Uinversity, Columbus, OH, USA",education
1997,10.1109/VISUAL.1997.663848,A comparison of normal estimation schemes,4.0,4.0,R. Yagel,https://openalex.org/A235530389,"Department of Computer and Information Science and The Advanced Computing Center for the Arts and Design, The Ohio State University, Columbus, Ohio#TAB#",education
1998,10.1109/INFVIS.1998.729557,Dynamic aggregation with circular visual designs,1.0,1.0,M.C. Chuah,https://openalex.org/A2137570959,"School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, USA",education
1998,10.1109/VISUAL.1998.745297,Automatic detection of open and closed separation and attachment lines,1.0,1.0,D.N. Kenwright,https://openalex.org/A3150655556,"NASA Ames Research Center, Moffett Field, CA, USA",facility
1999,10.1109/VISUAL.1999.809885,Animating wrinkles on clothes,4.0,1.0,S. Hadap,https://openalex.org/A2251984994,"MIRA Laboratory, CUI, University of Genova, Switzerland",education
1999,10.1109/VISUAL.1999.809885,Animating wrinkles on clothes,4.0,2.0,E. Bongarter,https://openalex.org/A1810666452,"MIRALab, CUI, University of Geneva, Switzerland#TAB#",education
1999,10.1109/VISUAL.1999.809885,Animating wrinkles on clothes,4.0,3.0,P. Volino,https://openalex.org/A2084949291,"MIRA Laboratory, CUI, University of Genova, Switzerland",education
1999,10.1109/VISUAL.1999.809885,Animating wrinkles on clothes,4.0,4.0,N. Magnenat-Thalmann,https://openalex.org/A1975140722,"MIRA Laboratory, CUI, University of Genova, Switzerland",education
2002,10.1109/VISUAL.2002.1183816,Case study: Interactive visualization for Internet security,4.0,1.0,Soon Tee Teoh,https://openalex.org/A2115322371,"Department of Computer Science, University of California, Davis, USA",education
2002,10.1109/VISUAL.2002.1183816,Case study: Interactive visualization for Internet security,4.0,2.0,Kwan-Liu Ma,https://openalex.org/A2122423217,"Department of Computer Science, University of California, Davis, USA",education
2002,10.1109/VISUAL.2002.1183816,Case study: Interactive visualization for Internet security,4.0,3.0,S.F. Wu,https://openalex.org/A2648878583,"Department of Computer Science, University of California, Davis, USA",education
2002,10.1109/VISUAL.2002.1183816,Case study: Interactive visualization for Internet security,4.0,4.0,Xiaoliang Zhao,https://openalex.org/A2186002735,"Department of Computer Science, North Carolina State University, USA",education
2005,10.1109/VISUAL.2005.1532783,Curve-skeleton applications,3.0,1.0,N.D. Cornea,https://openalex.org/A2016155585,"Rutgers University, NJ, USA",education
2005,10.1109/VISUAL.2005.1532783,Curve-skeleton applications,3.0,2.0,D. Silver,https://openalex.org/A2131773813,"Rutgers University, NJ, USA",education
2005,10.1109/VISUAL.2005.1532783,Curve-skeleton applications,3.0,3.0,P. Min,https://openalex.org/A2974116252,"John Cabot University, Rome, Italy",education
2006,10.1109/TVCG.2006.172,Real-Time Illustration of Vascular Structures,6.0,1.0,Felix Ritter,https://openalex.org/A2888514896,"MeVis GmbH, Germany",company
2006,10.1109/TVCG.2006.172,Real-Time Illustration of Vascular Structures,6.0,2.0,Christian Hansen,https://openalex.org/A2154354769,"MeVis GmbH, Germany",company
2006,10.1109/TVCG.2006.172,Real-Time Illustration of Vascular Structures,6.0,3.0,Volker Dicken,https://openalex.org/A2306380897,"MeVis GmbH, Germany",company
2006,10.1109/TVCG.2006.172,Real-Time Illustration of Vascular Structures,6.0,4.0,Olaf Konrad,https://openalex.org/A2974905331,"MeVis GmbH, Germany",company
2006,10.1109/TVCG.2006.172,Real-Time Illustration of Vascular Structures,6.0,5.0,Bernhard Preim,https://openalex.org/A332475898,"University of Magdeburg, Germany",education
2006,10.1109/TVCG.2006.172,Real-Time Illustration of Vascular Structures,6.0,6.0,Heinz-otto Peitgen,https://openalex.org/A2865753287,"MeVis GmbH, Germany",company
2007,10.1109/TVCG.2007.70603,Topologically Clean Distance fields,7.0,1.0,Attila Gyulassy,https://openalex.org/A2280587364,"Institute for Data Analysis and Visualization, Department of Computer Science, University of California, Davis, USA",education
2007,10.1109/TVCG.2007.70603,Topologically Clean Distance fields,7.0,2.0,Mark Duchaineau,https://openalex.org/A224847398,"Lawrence Livermore National Laboratory, Center for Applied Scientific Computing, USA",facility
2007,10.1109/TVCG.2007.70603,Topologically Clean Distance fields,7.0,3.0,Vijay Natarajan,https://openalex.org/A2136969582,"Department of Computer Science and Automation, Supercomputer Education and Research Centre, Indian Institute of Science, Bangalore, India",education
2007,10.1109/TVCG.2007.70603,Topologically Clean Distance fields,7.0,4.0,Valerio Pascucci,https://openalex.org/A2296065211,"Lawrence Livermore National Laboratory, Center for Applied Scientific Computing, USA",facility
2007,10.1109/TVCG.2007.70603,Topologically Clean Distance fields,7.0,5.0,Eduardo Bringa,https://openalex.org/A2852348527,"Material Science and Technology Division, Lawrence Livemore National Laboratory, USA",facility
2007,10.1109/TVCG.2007.70603,Topologically Clean Distance fields,7.0,6.0,Andrew Higginbotham,https://openalex.org/A2168890112,"Department of Physics, Clarendon Laboratory, University of Oxford, Oxford, UK",education
2007,10.1109/TVCG.2007.70603,Topologically Clean Distance fields,7.0,7.0,Bernd Hamann,https://openalex.org/A2122502592,"Institute for Data Analysis and Visualization, Department of Computer Science, University of California, Davis, USA",education
1994,10.1109/VISUAL.1994.346321,Differential volume rendering: a fast volume visualization technique for flow animation,2.0,1.0,Han-Wei Shen,https://openalex.org/A2136258827,"Department of Computer Science, University of Utah, Salt Lake, UT, USA",education
1994,10.1109/VISUAL.1994.346321,Differential volume rendering: a fast volume visualization technique for flow animation,2.0,2.0,C.R. Johnson,https://openalex.org/A2193108720,"Department of Computer Science, University of Utah, Salt Lake, UT, USA",education
1996,10.1109/INFVIS.1996.559216,"Selection: 524,288 ways to say ""this is interesting""",1.0,1.0,G.J. Wills,https://openalex.org/A2712977418,"Lucent Technologies, Bell Laboratories, Naperville, IL, USA",company
1996,10.1109/VISUAL.1996.567774,Visualization of Complex Models Using Dynamic Texture-based Simplification,1.0,1.0,D.G. Aliaga,https://openalex.org/A2302828272,"Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA",education
1997,10.1109/VISUAL.1997.663867,Visualizing the behaviour of higher dimensional dynamical systems,3.0,1.0,R. Wegenkittl,https://openalex.org/A2318890331,"Institute of Computer Graphics, University of Technology, Vienna, Austria",education
1997,10.1109/VISUAL.1997.663867,Visualizing the behaviour of higher dimensional dynamical systems,3.0,2.0,H. Loffelmann,https://openalex.org/A318761139,"Institute of Computer Graphics, University of Technology, Vienna, Austria",education
1997,10.1109/VISUAL.1997.663867,Visualizing the behaviour of higher dimensional dynamical systems,3.0,3.0,E. Groller,https://openalex.org/A2762167099,"Institute of Computer Graphics, University of Technology, Vienna, Austria",education
2000,10.1109/INFVIS.2000.885095,From metaphor to method: cartographic perspectives on information visualization,1.0,1.0,A. Skupin,https://openalex.org/A2018720715,"Department of Geography, University of New Orleans, USA",education
2000,10.1109/INFVIS.2000.885102,Collaborative geographic visualization: enabling shared understanding of environmental processes,5.0,1.0,I. Brewer,https://openalex.org/A2166185492,"GeoVISTA Center, Department of Geography, Pennslyvania State University, USA",education
2000,10.1109/INFVIS.2000.885102,Collaborative geographic visualization: enabling shared understanding of environmental processes,5.0,2.0,A.M. MacEachren,https://openalex.org/A192858880,"Center for Academic Computing, Pennslyvania State University, USA",education
2000,10.1109/INFVIS.2000.885102,Collaborative geographic visualization: enabling shared understanding of environmental processes,5.0,3.0,H. Abdo,https://openalex.org/A2460834856,"Center for Academic Computing, Pennslyvania State University, USA",education
2000,10.1109/INFVIS.2000.885102,Collaborative geographic visualization: enabling shared understanding of environmental processes,5.0,4.0,J. Gundrum,https://openalex.org/A2974069818,"Center for Academic Computing, Pennslyvania State University, USA",education
2000,10.1109/INFVIS.2000.885102,Collaborative geographic visualization: enabling shared understanding of environmental processes,5.0,5.0,G. Otto,https://openalex.org/A2150526161,"Center for Academic Computing, Pennslyvania State University, USA",education
2002,10.1109/VISUAL.2002.1183785,Maximum entropy light source placement,1.0,1.0,S. Gumhold,https://openalex.org/A133076123,"WSI/GRIS, University of Tübingen, Germany",education
2003,10.1109/VISUAL.2003.1250392,Conveying shape and features with image-based relighting,6.0,1.0,D. Akers,https://openalex.org/A2144584793,"University of Stanford, USA",education
2003,10.1109/VISUAL.2003.1250392,Conveying shape and features with image-based relighting,6.0,2.0,F. Losasso,https://openalex.org/A2973429716,"University of Stanford, USA",education
2003,10.1109/VISUAL.2003.1250392,Conveying shape and features with image-based relighting,6.0,3.0,J. Klingner,https://openalex.org/A2054113126,"University of Stanford, USA",education
2003,10.1109/VISUAL.2003.1250392,Conveying shape and features with image-based relighting,6.0,4.0,M. Agrawala,https://openalex.org/A718039462,"Microsoft Research Limited, USA",company
2003,10.1109/VISUAL.2003.1250392,Conveying shape and features with image-based relighting,6.0,5.0,J. Rick,https://openalex.org/A2494420825,"University of Stanford, USA",education
2003,10.1109/VISUAL.2003.1250392,Conveying shape and features with image-based relighting,6.0,6.0,P. Hanrahan,https://openalex.org/A2225733586,"University of Stanford, USA",education
2003,10.1109/VISUAL.2003.1250394,Vicinity shading for enhanced perception of volumetric data,1.0,1.0,A.J. Stewart,https://openalex.org/A2683531355,"School of Computing, Queen's University, Canada",education
2005,10.1109/VISUAL.2005.1532819,Effectively visualizing large networks through sampling,2.0,1.0,Davood Rafiei,,"University of Alberta, Canada",education
2005,10.1109/VISUAL.2005.1532819,Effectively visualizing large networks through sampling,2.0,2.0,Stephen Curial,,"University of Alberta, Canada",education
2010,10.1109/TVCG.2010.186,Perceptual Guidelines for Creating Rectangular Treemaps,3.0,1.0,Nicholas Kong,https://openalex.org/A2164178758,"Computer Science Division, University of California Berkeley, Berkeley, CA, USA",education
2010,10.1109/TVCG.2010.186,Perceptual Guidelines for Creating Rectangular Treemaps,3.0,2.0,Jeffrey Heer,https://openalex.org/A2112690490,"Computer Science Department, University of Stanford, Stanford, CA, USA",education
2010,10.1109/TVCG.2010.186,Perceptual Guidelines for Creating Rectangular Treemaps,3.0,3.0,Maneesh Agrawala,https://openalex.org/A718039462,"Computer Science Division, University of California Berkeley, Berkeley, CA, USA",education
2010,10.1109/TVCG.2010.138,Comparative Analysis of Multidimensional; Quantitative Data,5.0,1.0,Alexander Lex,https://openalex.org/A2034595988,"Institute for Computer Graphics and Vision, Graz University of Technology, Austria",education
2010,10.1109/TVCG.2010.138,Comparative Analysis of Multidimensional; Quantitative Data,5.0,2.0,Marc Streit,https://openalex.org/A2138221895,"Institute for Computer Graphics and Vision, Graz University of Technology, Austria",education
2010,10.1109/TVCG.2010.138,Comparative Analysis of Multidimensional; Quantitative Data,5.0,3.0,Christian Partl,https://openalex.org/A1920782647,"Institute for Computer Graphics and Vision, Graz University of Technology, Austria",education
2010,10.1109/TVCG.2010.138,Comparative Analysis of Multidimensional; Quantitative Data,5.0,4.0,Karl Kashofer,https://openalex.org/A2485027799,"Medical University of Graz, Austria",education
2010,10.1109/TVCG.2010.138,Comparative Analysis of Multidimensional; Quantitative Data,5.0,5.0,Dieter Schmalstieg,https://openalex.org/A100176519,"Institute for Computer Graphics and Vision, Graz University of Technology, Austria",education
2012,10.1109/TVCG.2012.238,Interactive Level-of-Detail Rendering of Large Graphs,4.0,1.0,Michael Zinsmaier,https://openalex.org/A2627297761,"University of Konstanz, Germany",education
2012,10.1109/TVCG.2012.238,Interactive Level-of-Detail Rendering of Large Graphs,4.0,2.0,Ulrik Brandes,https://openalex.org/A1226911827,"University of Konstanz, Germany",education
2012,10.1109/TVCG.2012.238,Interactive Level-of-Detail Rendering of Large Graphs,4.0,3.0,Oliver Deussen,https://openalex.org/A74604451,"University of Konstanz, Germany",education
2012,10.1109/TVCG.2012.238,Interactive Level-of-Detail Rendering of Large Graphs,4.0,4.0,Hendrik Strobelt,https://openalex.org/A2499608054,"University of Konstanz, Germany",education
2012,10.1109/TVCG.2012.260,Semantic Interaction for Sensemaking: Inferring Analytical Reasoning for Model Steering,3.0,1.0,Alex Endert,https://openalex.org/A272170598,"Virginia Polytechnic Institute and State University, USA",education
2012,10.1109/TVCG.2012.260,Semantic Interaction for Sensemaking: Inferring Analytical Reasoning for Model Steering,3.0,2.0,Patrick Fiaux,https://openalex.org/A2070346357,"Virginia Polytechnic Institute and State University, USA",education
2012,10.1109/TVCG.2012.260,Semantic Interaction for Sensemaking: Inferring Analytical Reasoning for Model Steering,3.0,3.0,Chris North,https://openalex.org/A2157611257,"Virginia Polytechnic Institute and State University, USA",education
2014,10.1109/TVCG.2014.2346922,#FluxFlow: Visual Analysis of Anomalous Information Spreading on Social Media,6.0,1.0,Jian Zhao,https://openalex.org/A2154306252,University of Toronto,education
2014,10.1109/TVCG.2014.2346922,#FluxFlow: Visual Analysis of Anomalous Information Spreading on Social Media,6.0,2.0,Nan Cao,https://openalex.org/A2101761023,MIT,education
2014,10.1109/TVCG.2014.2346922,#FluxFlow: Visual Analysis of Anomalous Information Spreading on Social Media,6.0,3.0,Zhen Wen,https://openalex.org/A2129596114,MIT,education
2014,10.1109/TVCG.2014.2346922,#FluxFlow: Visual Analysis of Anomalous Information Spreading on Social Media,6.0,4.0,Yale Song,https://openalex.org/A2112204848,IBM J. Watson Research Center,company
2014,10.1109/TVCG.2014.2346922,#FluxFlow: Visual Analysis of Anomalous Information Spreading on Social Media,6.0,5.0,Yu-Ru Lin,https://openalex.org/A2155397203,University of Pittsburgh,education
2014,10.1109/TVCG.2014.2346922,#FluxFlow: Visual Analysis of Anomalous Information Spreading on Social Media,6.0,6.0,Christopher Collins,https://openalex.org/A2140209713,UOIT,education
2015,10.1109/TVCG.2015.2467551,Characterizing Provenance in Visualization and Data Analysis: An Organizational Framework of Provenance Types and Purposes,4.0,1.0,Eric D. Ragan,https://openalex.org/A287829391,Texas A&M University,education
2015,10.1109/TVCG.2015.2467551,Characterizing Provenance in Visualization and Data Analysis: An Organizational Framework of Provenance Types and Purposes,4.0,2.0,Alex Endert,https://openalex.org/A272170598,Georgia Tech,education
2015,10.1109/TVCG.2015.2467551,Characterizing Provenance in Visualization and Data Analysis: An Organizational Framework of Provenance Types and Purposes,4.0,3.0,Jibonananda Sanyal,https://openalex.org/A2138048830,Oak Ridge National Laboratory,facility
2015,10.1109/TVCG.2015.2467551,Characterizing Provenance in Visualization and Data Analysis: An Organizational Framework of Provenance Types and Purposes,4.0,4.0,Jian Chen,https://openalex.org/A3206897746,"University of Maryland, Baltimore County",education
1990,10.1109/VISUAL.1990.146360,FAST: a multi-processed environment for visualization of computational fluid dynamics,6.0,1.0,G.V. Bancroft,https://openalex.org/A1968734135,"Sterling Federal Systems, Inc., Palo Alto, CA, USA",company
1990,10.1109/VISUAL.1990.146360,FAST: a multi-processed environment for visualization of computational fluid dynamics,6.0,2.0,F.J. Merritt,https://openalex.org/A2095742812,"Sterling Federal Systems, Inc., Palo Alto, CA, USA",company
1990,10.1109/VISUAL.1990.146360,FAST: a multi-processed environment for visualization of computational fluid dynamics,6.0,3.0,T.C. Plessel,https://openalex.org/A2067878865,"Sterling Federal Systems, Inc., Palo Alto, CA, USA",company
1990,10.1109/VISUAL.1990.146360,FAST: a multi-processed environment for visualization of computational fluid dynamics,6.0,4.0,P.G. Kelaita,https://openalex.org/A2081883211,"Sterling Federal Systems, Inc., Palo Alto, CA, USA",company
1990,10.1109/VISUAL.1990.146360,FAST: a multi-processed environment for visualization of computational fluid dynamics,6.0,5.0,R.K. McCabe,https://openalex.org/A2163007279,"Sterling Federal Systems, Inc., Palo Alto, CA, USA",company
1990,10.1109/VISUAL.1990.146360,FAST: a multi-processed environment for visualization of computational fluid dynamics,6.0,6.0,A. Globus,https://openalex.org/A2974091658,"Sterling Federal Systems, Inc., Palo Alto, CA, USA",company
1990,10.1109/VISUAL.1990.146361,The VIS-5D system for easy interactive visualization,2.0,1.0,B. Hibbard,https://openalex.org/A2152081235,"Space Science and Engineering Center, University of Wisconsin, Madison, USA",education
1990,10.1109/VISUAL.1990.146361,The VIS-5D system for easy interactive visualization,2.0,2.0,D. Santek,https://openalex.org/A2642210647,"Space Science and Engineering Center, University of Wisconsin, Madison, USA",education
1992,10.1109/VISUAL.1992.235230,Approximation and rendering of volume data using wavelet transforms,1.0,1.0,S. Muraki,https://openalex.org/A3161909307,"Image Understanding Section, ElectroTechnical Laboratory, Tsukuba, Japan",company
1999,10.1109/VISUAL.1999.809871,Image graphs-a novel approach to visual data exploration,1.0,1.0,Kwan-Liu Ma,https://openalex.org/A4266590440,"Department of Computer Science, University of California, Davis, USA",education
2000,10.1109/VISUAL.2000.885677,H-BLOB: a hierarchical visual clustering method using implicit surfaces,3.0,1.0,T.C. Sprenger,https://openalex.org/A2322737754,"Department of Computer Science, Swiss Federal Institute of Technology, Zurich, Switzerland",education
2000,10.1109/VISUAL.2000.885677,H-BLOB: a hierarchical visual clustering method using implicit surfaces,3.0,2.0,R. Brunella,https://openalex.org/A2225886358,"Department of Computer Science, Swiss Federal Institute of Technology, Zurich, Switzerland",education
2000,10.1109/VISUAL.2000.885677,H-BLOB: a hierarchical visual clustering method using implicit surfaces,3.0,3.0,M.H. Gross,https://openalex.org/A2289975239,"Department of Computer Science, Swiss Federal Institute of Technology, Zurich, Switzerland",education
2002,10.1109/VISUAL.2002.1183762,Volume clipping via per-fragment operations in texture-based volume visualization,3.0,1.0,D. Weiskopf,https://openalex.org/A2025685111,"Visualization and Interactive Systems Group, University of Stuttgart, Germany",education
2002,10.1109/VISUAL.2002.1183762,Volume clipping via per-fragment operations in texture-based volume visualization,3.0,2.0,K. Engel,https://openalex.org/A2133795835,"Visualization and Interactive Systems Group, University of Stuttgart, Germany",education
2002,10.1109/VISUAL.2002.1183762,Volume clipping via per-fragment operations in texture-based volume visualization,3.0,3.0,T. Ertl,https://openalex.org/A2083449707,"Visualization and Interactive Systems Group, University of Stuttgart, Germany",education
2006,10.1109/TVCG.2006.137,Dynamic View Selection for Time-Varying Volumes,2.0,1.0,Guangfeng Ji,https://openalex.org/A2721398605,"Ohio State Uinversity, USA",education
2006,10.1109/TVCG.2006.137,Dynamic View Selection for Time-Varying Volumes,2.0,2.0,Han-wei Shen,https://openalex.org/A2136258827,"Ohio State Uinversity, USA",education
2007,10.1109/TVCG.2007.70523,Visual Analysis of the Air Pollution Problem in Hong Kong,6.0,1.0,Huamin Qu,https://openalex.org/A2103237498,Hong Kong University of Science and Technology,education
2007,10.1109/TVCG.2007.70523,Visual Analysis of the Air Pollution Problem in Hong Kong,6.0,2.0,Wing-Yi Chan,https://openalex.org/A2495574160,Hong Kong University of Science and Technology,education
2007,10.1109/TVCG.2007.70523,Visual Analysis of the Air Pollution Problem in Hong Kong,6.0,3.0,Anbang Xu,https://openalex.org/A2171050269,Beijing Normal University,education
2007,10.1109/TVCG.2007.70523,Visual Analysis of the Air Pollution Problem in Hong Kong,6.0,4.0,Kai-Lun Chung,https://openalex.org/A2427644522,Hong Kong University of Science and Technology,education
2007,10.1109/TVCG.2007.70523,Visual Analysis of the Air Pollution Problem in Hong Kong,6.0,5.0,Kai-Hon Lau,https://openalex.org/A2511943814,Hong Kong University of Science and Technology,education
2007,10.1109/TVCG.2007.70523,Visual Analysis of the Air Pollution Problem in Hong Kong,6.0,6.0,Ping Guo,https://openalex.org/A2128276236,Beijing Normal University,education
2007,10.1109/TVCG.2007.70552,Efficient Computation of Morse-Smale Complexes for Three-dimensional Scalar Functions,4.0,1.0,Attila Gyulassy,,"Institute for Data Analysis and Visualization, University of California, Davis, USA",education
2007,10.1109/TVCG.2007.70552,Efficient Computation of Morse-Smale Complexes for Three-dimensional Scalar Functions,4.0,2.0,Vijay Natarajan,,"Department of Computer Science and Automation, Indian Institute of Science, Supercomputer Education and Research Center, Bangalore, India",education
2007,10.1109/TVCG.2007.70552,Efficient Computation of Morse-Smale Complexes for Three-dimensional Scalar Functions,4.0,3.0,Valerio Pascucci,,"Center for Applied Scientific Computing, Lawrence Livemore National Laboratory, USA",facility
2007,10.1109/TVCG.2007.70552,Efficient Computation of Morse-Smale Complexes for Three-dimensional Scalar Functions,4.0,4.0,Bernd Hamann,,"Institute for Data Analysis and Visualization, Department of Computer Science, University of California, Davis, USA",education
2009,10.1109/TVCG.2009.118,An interactive visualization tool for multi-channel confocal microscopy data in neurobiology research,4.0,1.0,Yong Wan,https://openalex.org/A2290292418,"Scientific and Imaging Institute, University of Utah, USA",education
2009,10.1109/TVCG.2009.118,An interactive visualization tool for multi-channel confocal microscopy data in neurobiology research,4.0,2.0,Hideo Otsuna,https://openalex.org/A3187835539,"Department of Neurobiology and Anatomy, University of Utah, USA",education
2009,10.1109/TVCG.2009.118,An interactive visualization tool for multi-channel confocal microscopy data in neurobiology research,4.0,3.0,Chi-Bin Chien,https://openalex.org/A2973619058,"Department of Neurobiology and Anatomy, University of Utah, USA",education
2009,10.1109/TVCG.2009.118,An interactive visualization tool for multi-channel confocal microscopy data in neurobiology research,4.0,4.0,Charles Hansen,https://openalex.org/A2059591427,"Scientific and Imaging Institute, University of Utah, USA",education
2010,10.1109/TVCG.2010.139,Computing Robustness and Persistence for Images,3.0,1.0,Paul Bendich,https://openalex.org/A165348653,"IST Austria, Austria",education
2010,10.1109/TVCG.2010.139,Computing Robustness and Persistence for Images,3.0,2.0,Herbert Edelsbrunner,https://openalex.org/A69206028,"IST Austria, Duke University, USA",education
2010,10.1109/TVCG.2010.139,Computing Robustness and Persistence for Images,3.0,3.0,Michael Kerber,https://openalex.org/A2076780691,"IST Austria, Austria",education
2010,10.1109/TVCG.2010.199,Superquadric Glyphs for Symmetric Second-Order Tensors,2.0,1.0,Thomas Schultz,https://openalex.org/A2156474971,"Computer Science Department, Computation Institute, University of Chicago, USA",education
2010,10.1109/TVCG.2010.199,Superquadric Glyphs for Symmetric Second-Order Tensors,2.0,2.0,Gordon L. Kindlmann,https://openalex.org/A275330042,"Computer Science Department, Computation Institute, University of Chicago, USA",education
2013,10.1109/TVCG.2013.192,SoccerStories: A Kick-off for Visual Soccer Analysis,3.0,1.0,Charles Perin,https://openalex.org/A2135628551,"Universite Paris-Sud, Orsay, ÃŽle-de-France, FR",education
2013,10.1109/TVCG.2013.192,SoccerStories: A Kick-off for Visual Soccer Analysis,3.0,2.0,Romain Vuillemot,https://openalex.org/A1275326801,"INRIA, France",government
2013,10.1109/TVCG.2013.192,SoccerStories: A Kick-off for Visual Soccer Analysis,3.0,3.0,Jean-Daniel Fekete,https://openalex.org/A2154968417,"INRIA, France",government
2015,10.1109/TVCG.2015.2467591,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics",5.0,1.0,Dominik Sacha,https://openalex.org/A1946745417,"Data Analysis and Visualisation Group, University of Konstanz",education
2015,10.1109/TVCG.2015.2467591,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics",5.0,2.0,Hansi Senaratne,https://openalex.org/A1844097528,"Data Analysis and Visualisation Group, University of Konstanz",education
2015,10.1109/TVCG.2015.2467591,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics",5.0,3.0,Bum Chul Kwon,https://openalex.org/A2270870276,"Data Analysis and Visualisation Group, University of Konstanz",education
2015,10.1109/TVCG.2015.2467591,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics",5.0,4.0,Geoffrey Ellis,https://openalex.org/A2779622929,"Data Analysis and Visualisation Group, University of Konstanz",education
2015,10.1109/TVCG.2015.2467591,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics",5.0,5.0,Daniel A. Keim,https://openalex.org/A2147343253,"Data Analysis and Visualisation Group, University of Konstanz",education
2015,10.1109/TVCG.2015.2468111,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,6.0,1.0,Tatiana von Landesberger,https://openalex.org/A110159255,"Technical University of Darmstadt, Germany",education
2015,10.1109/TVCG.2015.2468111,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,6.0,2.0,Felix Brodkorb,https://openalex.org/A2226743903,"Technical University of Darmstadt, Germany",education
2015,10.1109/TVCG.2015.2468111,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,6.0,3.0,Philipp Roskosch,https://openalex.org/A2506845554,"Technical University of Darmstadt, Germany",education
2015,10.1109/TVCG.2015.2468111,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,6.0,4.0,Natalia Andrienko,https://openalex.org/A1983982202,"Fraunhofer IAIS, City University, London, UK",education
2015,10.1109/TVCG.2015.2468111,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,6.0,5.0,Gennady Andrienko,https://openalex.org/A237265413,"Fraunhofer IAIS, City University, London, UK",education
2015,10.1109/TVCG.2015.2468111,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,6.0,6.0,Andreas Kerren,https://openalex.org/A242315540,"Fraunhofer IAIS, City University, London, UK",education
2017,10.1109/TVCG.2017.2744718,ActiVis: Visual Exploration of Industry-Scale Deep Neural Network Models,4.0,1.0,Minsuk Kahng,https://openalex.org/A2238818493,Georgia Institute of Technology,education
