Year,DOI,Title,Number of Authors,Author Position,Author Name,OpenAlex Author ID,Affiliation Name,Affiliation Type
2015,10.1109/TVCG.2015.2467031,Visualizing Tensor Normal Distributions at Multiple Levels of Detail,4.0,4.0,Thomas Schultz,https://openalex.org/A2156474971,University of Bonn,education
2015,10.1109/TVCG.2015.2467198,Accurate Interactive Visualization of Large Deformations and Variability in Biomedical Image Ensembles,4.0,1.0,Max Hermann,https://openalex.org/A2471217710,"Institut für Informatik II, Universität Bonn",education
2015,10.1109/TVCG.2015.2467198,Accurate Interactive Visualization of Large Deformations and Variability in Biomedical Image Ensembles,4.0,2.0,Anja C. Schunke,https://openalex.org/A235760118,"Max Planck Institute for Evolutionary Biology, Plön",facility
2015,10.1109/TVCG.2015.2467198,Accurate Interactive Visualization of Large Deformations and Variability in Biomedical Image Ensembles,4.0,3.0,Thomas Schultz,https://openalex.org/A2156474971,"Institut für Informatik II, Universität Bonn",education
2015,10.1109/TVCG.2015.2467198,Accurate Interactive Visualization of Large Deformations and Variability in Biomedical Image Ensembles,4.0,4.0,Reinhard Klein,https://openalex.org/A2126764247,"Institut für Informatik II, Universität Bonn",education
2015,10.1109/TVCG.2015.2468031,Mining Graphs for Understanding Time-Varying Volumetric Data,5.0,1.0,Yi Gu,https://openalex.org/A2288556533,"Department Computer Science and Engineering, University of Notre Dame, Notre Dame, IN",education
2015,10.1109/TVCG.2015.2468031,Mining Graphs for Understanding Time-Varying Volumetric Data,5.0,2.0,Chaoli Wang,https://openalex.org/A2208814380,"Department Computer Science and Engineering, University of Notre Dame, Notre Dame, IN",education
2015,10.1109/TVCG.2015.2468031,Mining Graphs for Understanding Time-Varying Volumetric Data,5.0,3.0,Tom Peterka,https://openalex.org/A2004445387,"Division of Mathematics and Computer Science, Argonne National Laboratory, Argonne, IL",facility
2015,10.1109/TVCG.2015.2468031,Mining Graphs for Understanding Time-Varying Volumetric Data,5.0,4.0,Robert Jacob,https://openalex.org/A2149933350,"Division of Mathematics and Computer Science, Argonne National Laboratory, Argonne, IL",facility
2015,10.1109/TVCG.2015.2468031,Mining Graphs for Understanding Time-Varying Volumetric Data,5.0,5.0,Seung Hyun Kim,https://openalex.org/A2144682535,"Department of Mechanical and Aerospace Engineering, The Ohio State University, Columbus, OH",education
2016,10.1109/TVCG.2016.2598496,PowerSet: A Comprehensive Visualization of Set Intersections,2.0,1.0,Bilal Alsallakh,https://openalex.org/A295001648,BOSCH Research,company
2016,10.1109/TVCG.2016.2598496,PowerSet: A Comprehensive Visualization of Set Intersections,2.0,2.0,Liu Ren,https://openalex.org/A2648631274,BOSCH Research,company
2016,10.1109/TVCG.2016.2598826,PelVis: Atlas-based Surgical Planning for Oncological Pelvic Surgery,8.0,1.0,Noeska Smit,https://openalex.org/A2121133222,"Delft University of Technology, University of Bergen",education
2016,10.1109/TVCG.2016.2598826,PelVis: Atlas-based Surgical Planning for Oncological Pelvic Surgery,8.0,2.0,Kai Lawonn,https://openalex.org/A1094438419,"University of Koblenz, Landau",education
2016,10.1109/TVCG.2016.2598826,PelVis: Atlas-based Surgical Planning for Oncological Pelvic Surgery,8.0,3.0,Annelot Kraima,https://openalex.org/A1934109400,Leiden University Medical Center,healthcare
2016,10.1109/TVCG.2016.2598826,PelVis: Atlas-based Surgical Planning for Oncological Pelvic Surgery,8.0,4.0,Marco DeRuiter,https://openalex.org/A717008743,Leiden University Medical Center,healthcare
2016,10.1109/TVCG.2016.2598826,PelVis: Atlas-based Surgical Planning for Oncological Pelvic Surgery,8.0,5.0,Hessam Sokooti,https://openalex.org/A2420326052,Leiden University Medical Center,healthcare
2016,10.1109/TVCG.2016.2598826,PelVis: Atlas-based Surgical Planning for Oncological Pelvic Surgery,8.0,6.0,Stefan Bruckner,https://openalex.org/A2117564997,University of Bergen,education
2016,10.1109/TVCG.2016.2598826,PelVis: Atlas-based Surgical Planning for Oncological Pelvic Surgery,8.0,7.0,Elmar Eisemann,https://openalex.org/A1986027970,Delft University of Technology,education
2016,10.1109/TVCG.2016.2598826,PelVis: Atlas-based Surgical Planning for Oncological Pelvic Surgery,8.0,8.0,Anna Vilanova,https://openalex.org/A2009043698,Delft University of Technology,education
2016,10.1109/TVCG.2016.2598866,Decal-Maps: Real-Time Layering of Decals on Surfaces for Multivariate Visualization,4.0,1.0,Allan Rocha,https://openalex.org/A2124478735,University of Calgary,education
2016,10.1109/TVCG.2016.2598866,Decal-Maps: Real-Time Layering of Decals on Surfaces for Multivariate Visualization,4.0,2.0,Usman Alim,https://openalex.org/A1994523875,University of Calgary,education
2016,10.1109/TVCG.2016.2598866,Decal-Maps: Real-Time Layering of Decals on Surfaces for Multivariate Visualization,4.0,3.0,Julio Daniel Silva,https://openalex.org/A2553286707,University of Calgary,education
2016,10.1109/TVCG.2016.2598866,Decal-Maps: Real-Time Layering of Decals on Surfaces for Multivariate Visualization,4.0,4.0,Mario Costa Sousa,https://openalex.org/A2105740368,University of Calgary,education
2016,10.1109/TVCG.2016.2598465,NameClarifier: A Visual Analytics System for Author Name Disambiguation,6.0,1.0,Qiaomu Shen,https://openalex.org/A2222871084,Hong Kong University of Science and Technology,education
2016,10.1109/TVCG.2016.2598465,NameClarifier: A Visual Analytics System for Author Name Disambiguation,6.0,2.0,Tongshuang Wu,https://openalex.org/A2789722361,Hong Kong University of Science and Technology,education
2016,10.1109/TVCG.2016.2598465,NameClarifier: A Visual Analytics System for Author Name Disambiguation,6.0,3.0,Haiyan Yang,https://openalex.org/A2638205573,Hong Kong University of Science and Technology,education
2016,10.1109/TVCG.2016.2598465,NameClarifier: A Visual Analytics System for Author Name Disambiguation,6.0,4.0,Yanhong Wu,https://openalex.org/A2484103292,Hong Kong University of Science and Technology,education
2016,10.1109/TVCG.2016.2598465,NameClarifier: A Visual Analytics System for Author Name Disambiguation,6.0,5.0,Huamin Qu,https://openalex.org/A2103237498,Hong Kong University of Science and Technology,education
2016,10.1109/TVCG.2016.2598465,NameClarifier: A Visual Analytics System for Author Name Disambiguation,6.0,6.0,Weiwei Cui,https://openalex.org/A2103608908,Microsoft Research,company
2016,10.1109/TVCG.2016.2598479,A Visual Analytics Approach for Categorical Joint Distribution Reconstruction from Marginal Projections,3.0,1.0,Cong Xie,https://openalex.org/A2513681081,"Computer Science Department, Stony Brook University",education
2016,10.1109/TVCG.2016.2598479,A Visual Analytics Approach for Categorical Joint Distribution Reconstruction from Marginal Projections,3.0,2.0,Wen Zhong,https://openalex.org/A2500524254,"Computer Science Department, Stony Brook University",education
2016,10.1109/TVCG.2016.2598479,A Visual Analytics Approach for Categorical Joint Distribution Reconstruction from Marginal Projections,3.0,3.0,Klaus Mueller,https://openalex.org/A2162237831,"Computer Science Department, Stony Brook University",education
2017,10.1109/TVCG.2017.2745280,Dynamic Influence Networks for Rule-Based Models,7.0,1.0,Angus G. Forbes,https://openalex.org/A2109836193,"University of California, Santa Cruz",education
2017,10.1109/TVCG.2017.2745280,Dynamic Influence Networks for Rule-Based Models,7.0,2.0,Andrew Burks,https://openalex.org/A2753905854,"University of Illinois, Chicago",education
2017,10.1109/TVCG.2017.2745280,Dynamic Influence Networks for Rule-Based Models,7.0,3.0,Kristine Lee,https://openalex.org/A2752830770,"University of Illinois, Chicago",education
2017,10.1109/TVCG.2017.2745280,Dynamic Influence Networks for Rule-Based Models,7.0,4.0,Xing Li,https://openalex.org/A2752698090,"University of Illinois, Chicago",education
2017,10.1109/TVCG.2017.2745280,Dynamic Influence Networks for Rule-Based Models,7.0,5.0,Pierre Boutillier,https://openalex.org/A2168527326,Harvard Medical School,education
2017,10.1109/TVCG.2017.2745280,Dynamic Influence Networks for Rule-Based Models,7.0,6.0,Jean Krivine,https://openalex.org/A2023873246,Université Paris Diderot,education
2017,10.1109/TVCG.2017.2745280,Dynamic Influence Networks for Rule-Based Models,7.0,7.0,Walter Fontana,https://openalex.org/A2030824032,Harvard Medical School,education
2018,10.1109/TVCG.2018.2865147,Mapping Color to Meaning in Colormap Data Visualizations,5.0,1.0,Karen B. Schloss,https://openalex.org/A182056854,"University of Wisconsin Madison, Madison, WI, US",education
2018,10.1109/TVCG.2018.2865147,Mapping Color to Meaning in Colormap Data Visualizations,5.0,2.0,Connor C. Gramazio,https://openalex.org/A2049850266,"Brown University, Providence, RI, US",education
2018,10.1109/TVCG.2018.2865147,Mapping Color to Meaning in Colormap Data Visualizations,5.0,3.0,Allison T. Silverman,https://openalex.org/A2568212297,"Brown University, Providence, RI, US",education
2018,10.1109/TVCG.2018.2865147,Mapping Color to Meaning in Colormap Data Visualizations,5.0,4.0,Madeline L. Parker,https://openalex.org/A2753795704,"University of Wisconsin Madison, Madison, WI, US",education
2018,10.1109/TVCG.2018.2865147,Mapping Color to Meaning in Colormap Data Visualizations,5.0,5.0,Audrey S. Wang,https://openalex.org/A2752371813,"California Institute of Technology, Pasadena, CA, US",education
1991,10.1109/VISUAL.1991.175802,Visualizing 4-D medical ultrasound data,2.0,1.0,N. Thune,https://openalex.org/A2299986090,"Department of Science and Technology, Christian Michelsen Institute, Fantoft, Norway",nonprofit
1991,10.1109/VISUAL.1991.175802,Visualizing 4-D medical ultrasound data,2.0,2.0,B. Olstad,https://openalex.org/A2974536938,"Division of Computer Systems and Telematics, Norwegian Institute of Technology, Trondheim, Norway",nonprofit
1992,10.1109/VISUAL.1992.235200,Surface curvature analysis using color,3.0,1.0,L.R. Seidenberg,https://openalex.org/A2407786470,"Mechanical Engineering Department, University of New Hampshire, Durham, NH, USA",education
1992,10.1109/VISUAL.1992.235200,Surface curvature analysis using color,3.0,2.0,R.B. Jerard,https://openalex.org/A3162555882,"Mechanical Engineering Department, University of New Hampshire, Durham, NH, USA",education
1992,10.1109/VISUAL.1992.235200,Surface curvature analysis using color,3.0,3.0,J. Magewick,https://openalex.org/A2974835393,"Body and Chassis Engineering, Ford Motor Company Limited, Dearborn, MI, USA",company
1992,10.1109/VISUAL.1992.235218,Anatomical atlases based on volume visualization,7.0,1.0,K.H. Hohne,https://openalex.org/A2799587453,Institute of Mathematics and Computer Science in Medicine (IMDM),facility
1992,10.1109/VISUAL.1992.235218,Anatomical atlases based on volume visualization,7.0,2.0,A. Pommert,https://openalex.org/A96769270,Institute of Mathematics and Computer Science in Medicine (IMDM),facility
1992,10.1109/VISUAL.1992.235218,Anatomical atlases based on volume visualization,7.0,3.0,M. Riemer,https://openalex.org/A2134043243,Institute of Mathematics and Computer Science in Medicine (IMDM),facility
1992,10.1109/VISUAL.1992.235218,Anatomical atlases based on volume visualization,7.0,4.0,T. Schiemann,https://openalex.org/A2805302501,Institute of Mathematics and Computer Science in Medicine (IMDM),facility
1992,10.1109/VISUAL.1992.235218,Anatomical atlases based on volume visualization,7.0,5.0,R. Schubert,https://openalex.org/A2107851481,Institute of Mathematics and Computer Science in Medicine (IMDM),facility
1992,10.1109/VISUAL.1992.235218,Anatomical atlases based on volume visualization,7.0,6.0,U. Tiede,https://openalex.org/A2032128463,Institute of Mathematics and Computer Science in Medicine (IMDM),facility
1992,10.1109/VISUAL.1992.235218,Anatomical atlases based on volume visualization,7.0,7.0,W. Lierse,https://openalex.org/A2602950539,"Department of Neuroanatomy, University Hospital Eppendorf, Hamburg, Germany",healthcare
1994,10.1109/VISUAL.1994.346336,Piecewise-linear surface approximation from noisy scattered samples,2.0,1.0,M. Margaliot,https://openalex.org/A2423417248,"Department of Electrical Engineering, Technion-Israel Institute of Technology, Haifa, Israel",education
1994,10.1109/VISUAL.1994.346336,Piecewise-linear surface approximation from noisy scattered samples,2.0,2.0,C. Gotsman,https://openalex.org/A2248009761,"Department of Computer Science, Technion-Israel Institute of Technology, Haifa, Israel",education
1995,10.1109/VISUAL.1995.480818,Interactive visualization of mixed scalar and vector fields,3.0,1.0,Lichan Hong,https://openalex.org/A2114438626,"Department of Computer Science, State University of New York, Stony Brook, Stony Brook, NY, USA",education
1995,10.1109/VISUAL.1995.480818,Interactive visualization of mixed scalar and vector fields,3.0,2.0,Xiaoyang Mao,https://openalex.org/A2116962689,"Computer Language Section, Electro Technical Laboratory, Tsukuba, Ibaraki, Japan",education
1995,10.1109/VISUAL.1995.480818,Interactive visualization of mixed scalar and vector fields,3.0,3.0,A. Kaufman,https://openalex.org/A2132849971,"Department of Computer Science, State University of New York, Stony Brook, Stony Brook, NY, USA",education
1996,10.1109/INFVIS.1996.559225,Geospatial metadata querying and visualization on the WWW using Java™ applets,2.0,1.0,N. Alper,https://openalex.org/A2974763472,"Naval Research Laboratory, Mar, Inc., Monterrey, CA, USA",facility
1996,10.1109/INFVIS.1996.559225,Geospatial metadata querying and visualization on the WWW using Java™ applets,2.0,2.0,C. Stein,https://openalex.org/A2973373590,"Naval Research Laboratory, Mirror Imaging, Monterrey, CA, USA",facility
1997,10.1109/VISUAL.1997.663924,Viewing IGES files through VRML,1.0,1.0,J. Marti,https://openalex.org/A2112529312,"Defense Group, Inc., Salt Lake, UT, USA",company
1998,10.1109/VISUAL.1998.745339,"Supporting detail-in-context for the DNA representation, H-curves",2.0,1.0,M.L. Lantin,https://openalex.org/A2395352000,"School of Computing Science, Simon Fraser University, Canada",education
1998,10.1109/VISUAL.1998.745339,"Supporting detail-in-context for the DNA representation, H-curves",2.0,2.0,M.S.T. Carpendale,https://openalex.org/A2083525311,"School of Computing Science, Simon Fraser University, Canada",education
1999,10.1109/VISUAL.1999.809929,An interactive framework for visualizing foreign currency exchange options,4.0,1.0,D.L. Gresh,https://openalex.org/A1976545552,"IBM T.J. Watson Research Center, United States",company
1999,10.1109/VISUAL.1999.809929,An interactive framework for visualizing foreign currency exchange options,4.0,2.0,B.E. Rogowitz,https://openalex.org/A566355492,"IBM T.J. Watson Research Center, United States",company
1999,10.1109/VISUAL.1999.809929,An interactive framework for visualizing foreign currency exchange options,4.0,3.0,M.S. Tignor,https://openalex.org/A2778320171,"IBM T.J. Watson Research Center, United States",company
1999,10.1109/VISUAL.1999.809929,An interactive framework for visualizing foreign currency exchange options,4.0,4.0,E.J. Mayland,https://openalex.org/A2777810764,UBS Group AG,company
2000,10.1109/VISUAL.2000.885738,Vector fields simplification-a case study of visualizing climate modeling and simulation data sets,6.0,1.0,Pak Chung Wong,https://openalex.org/A4258142828,"Pacific Northwest National Laboratory, Richland, WA, USA",facility
2000,10.1109/VISUAL.2000.885738,Vector fields simplification-a case study of visualizing climate modeling and simulation data sets,6.0,2.0,H. Foote,https://openalex.org/A4258142829,"Pacific Northwest National Laboratory, Richland, WA, USA",facility
2000,10.1109/VISUAL.2000.885738,Vector fields simplification-a case study of visualizing climate modeling and simulation data sets,6.0,3.0,R. Leung,https://openalex.org/A4258142830,"Pacific Northwest National Laboratory, Richland, WA, USA",facility
2000,10.1109/VISUAL.2000.885738,Vector fields simplification-a case study of visualizing climate modeling and simulation data sets,6.0,4.0,E. Jurrus,https://openalex.org/A4258142831,"Pacific Northwest National Laboratory, Richland, WA, USA",facility
2000,10.1109/VISUAL.2000.885738,Vector fields simplification-a case study of visualizing climate modeling and simulation data sets,6.0,5.0,D. Adams,https://openalex.org/A4258142832,"Pacific Northwest National Laboratory, Richland, WA, USA",facility
2000,10.1109/VISUAL.2000.885738,Vector fields simplification-a case study of visualizing climate modeling and simulation data sets,6.0,6.0,J. Thomas,https://openalex.org/A4258142833,"Pacific Northwest National Laboratory, Richland, WA, USA",facility
2002,10.1109/INFVIS.2002.1173163,Visual path analysis,2.0,1.0,T.A. Keahey,https://openalex.org/A2778115212,"Visintuit LLC, USA",company
2002,10.1109/INFVIS.2002.1173163,Visual path analysis,2.0,2.0,S.G. Eick,https://openalex.org/A2680050114,"Visintuit LLC, USA",company
2002,10.1109/VISUAL.2002.1183782,Isometric embedding by surface reconstruction from distances,1.0,1.0,I. Hotz,https://openalex.org/A2028355016,"Department of Computer Science, University of Kaiserslautern, Kaiserslautern, Germany",education
2002,10.1109/VISUAL.2002.1183813,Case study: Visualization and analysis of high Rayleigh number - 3D convection in the Earth's mantle,3.0,1.0,G. Erlebacher,https://openalex.org/A2059307601,"School of Computer Science & Information Technology, Florida State University, USA",education
2002,10.1109/VISUAL.2002.1183813,Case study: Visualization and analysis of high Rayleigh number - 3D convection in the Earth's mantle,3.0,2.0,D.A. Yuen,https://openalex.org/A2133981417,"Minnesota Supercomputer Institute, University of Minnesota, USA",education
2002,10.1109/VISUAL.2002.1183813,Case study: Visualization and analysis of high Rayleigh number - 3D convection in the Earth's mantle,3.0,3.0,F. Dubuffet,https://openalex.org/A674216723,"Minnesota Supercomputer Institute, University of Minnesota, USA",education
2004,10.1109/INFVIS.2004.47,Metric-Based Network Exploration and Multiscale Scatterplot,3.0,1.0,Y. Chiricota,https://openalex.org/A259335324,"Université du Quàbec à Chicoutimi, Canada",education
2004,10.1109/INFVIS.2004.47,Metric-Based Network Exploration and Multiscale Scatterplot,3.0,2.0,F. Jourdan,https://openalex.org/A2083426550,"LIRMM UMR CNRS 5506, Montpellier, France",government
2004,10.1109/INFVIS.2004.47,Metric-Based Network Exploration and Multiscale Scatterplot,3.0,3.0,G. Melancon,https://openalex.org/A2779206936,"LIRMM UMR CNRS 5506, Montpellier, France",government
2005,10.1109/INFVIS.2005.1532123,A sky dome visualisation for identification of astronomical orientations,2.0,1.0,G. Zotti,https://openalex.org/A2317541222,"Institute of Computer Graphics and Algorithms, University of Technology, Vienna, Austria",education
2005,10.1109/INFVIS.2005.1532123,A sky dome visualisation for identification of astronomical orientations,2.0,2.0,M.E. Groller,https://openalex.org/A2974087852,"Institute of Computer Graphics and Algorithms, University of Technology, Vienna, Austria",education
2005,10.1109/VISUAL.2005.1532784,Sort-middle multi-projector immediate-mode rendering in Chromium,2.0,1.0,J.L. Williams,https://openalex.org/A2974821677,"Department of Computer Science, University of Idaho, USA",education
2005,10.1109/VISUAL.2005.1532784,Sort-middle multi-projector immediate-mode rendering in Chromium,2.0,2.0,R.E. Hiromoto,https://openalex.org/A335508589,"Department of Computer Science, University of Idaho, USA",education
2005,10.1109/VISUAL.2005.1532827,Hardware-accelerated 3D visualization of mass spectrometry data,2.0,1.0,J. de Corral,https://openalex.org/A2231053440,Waters Corporation,company
2005,10.1109/VISUAL.2005.1532827,Hardware-accelerated 3D visualization of mass spectrometry data,2.0,2.0,H. Pfister,https://openalex.org/A2102290556,Mitsubishi Electric Research Laboratories,company
2005,10.1109/VISUAL.2005.1532843,Visualization of the genus of knots,2.0,1.0,J.J. van Wijk,https://openalex.org/A2317229737,"Department Mathematics and Computer Science, Technische Universiteit Eindhoven, Netherlands",education
2005,10.1109/VISUAL.2005.1532843,Visualization of the genus of knots,2.0,2.0,A.M. Cohen,https://openalex.org/A2424892588,"Department Mathematics and Computer Science, Technische Universiteit Eindhoven, Netherlands",education
2007,10.1109/VAST.2007.4388997,IMAS: The Interactive Multigenomic Analysis System,3.0,1.0,Christopher D. Shaw,https://openalex.org/A2570261396,"School of Interactive Arts & Technology, Simon Fraser University Surrey, Surrey, BC, Canada",education
2007,10.1109/VAST.2007.4388997,IMAS: The Interactive Multigenomic Analysis System,3.0,2.0,Gregory A. Dasch,https://openalex.org/A3186732985,"Viral and Rickettsial Zoonoses Branch, Centers for Disease Control and Prevention, National Center for Infectious Diseases, Atlanta, GA, USA",government
2007,10.1109/VAST.2007.4388997,IMAS: The Interactive Multigenomic Analysis System,3.0,3.0,Marina E. Eremeeva,https://openalex.org/A3186138162,"Viral and Rickettsial Zoonoses Branch, Centers for Disease Control and Prevention, National Center for Infectious Diseases, Atlanta, GA, USA",government
2008,10.1109/VAST.2008.4677351,Crystal structures classifier for an evolutionary algorithm structure predictor,2.0,1.0,Mario Valle,https://openalex.org/A2130895604,"Data Analysis and Visualization Services, Swiss National Supercomputing Centre, Switzerland",facility
2008,10.1109/VAST.2008.4677351,Crystal structures classifier for an evolutionary algorithm structure predictor,2.0,2.0,Artem R. Oganov,https://openalex.org/A71983023,"Laboratory of Crystallography, Department of Materials, ETH Zürich",education
2009,10.1109/VAST.2009.5333245,VAST contest dataset use in education,7.0,1.0,Mark A. Whiting,https://openalex.org/A2056263244,"Pacific Northwest National Laboratory, USA",facility
2009,10.1109/VAST.2009.5333245,VAST contest dataset use in education,7.0,2.0,Chris North,https://openalex.org/A2157611257,"Department of Computer Science, Virginia Technology, USA",education
2009,10.1109/VAST.2009.5333245,VAST contest dataset use in education,7.0,3.0,Alex Endert,https://openalex.org/A272170598,"Department of Computer Science, Virginia Technology, USA",education
2009,10.1109/VAST.2009.5333245,VAST contest dataset use in education,7.0,4.0,Jean Scholtz,https://openalex.org/A2688139758,"Pacific Northwest National Laboratory, USA",facility
2009,10.1109/VAST.2009.5333245,VAST contest dataset use in education,7.0,5.0,Jereme Haack,https://openalex.org/A2131906773,"Pacific Northwest National Laboratory, USA",facility
2009,10.1109/VAST.2009.5333245,VAST contest dataset use in education,7.0,6.0,Carrie Varley,https://openalex.org/A2401743871,"Pacific Northwest National Laboratory, USA",facility
2009,10.1109/VAST.2009.5333245,VAST contest dataset use in education,7.0,7.0,Jim Thomas,https://openalex.org/A2114031719,"Pacific Northwest National Laboratory, USA",facility
2009,10.1109/VAST.2009.5333880,A multi-level middle-out cross-zooming approach for large graph analytics,6.0,1.0,Pak Chung Wong,https://openalex.org/A2163374114,"Pacific Northwest National Laboratory, Richland, WA, USA",facility
2009,10.1109/VAST.2009.5333880,A multi-level middle-out cross-zooming approach for large graph analytics,6.0,2.0,Patrick Mackey,https://openalex.org/A2147417213,"Pacific Northwest National Laboratory, Richland, WA, USA",facility
2009,10.1109/VAST.2009.5333880,A multi-level middle-out cross-zooming approach for large graph analytics,6.0,3.0,Kristin A. Cook,https://openalex.org/A2139325949,"Pacific Northwest National Laboratory, Richland, WA, USA",facility
2009,10.1109/VAST.2009.5333880,A multi-level middle-out cross-zooming approach for large graph analytics,6.0,4.0,Randall M. Rohrer,https://openalex.org/A2075555431,"U.S. Department of Defense, Fort Meade, MD, USA",education
2009,10.1109/VAST.2009.5333880,A multi-level middle-out cross-zooming approach for large graph analytics,6.0,5.0,Harlan Foote,https://openalex.org/A2180854151,"Pacific Northwest National Laboratory, Richland, WA, USA",facility
2009,10.1109/VAST.2009.5333880,A multi-level middle-out cross-zooming approach for large graph analytics,6.0,6.0,Mark A. Whiting,https://openalex.org/A2056263244,"Pacific Northwest National Laboratory, Richland, WA, USA",facility
2009,10.1109/TVCG.2009.158,Interactive Volume Rendering of Functional Representations in Quantum Chemistry,2.0,1.0,Yun Jang,https://openalex.org/A2143490654,"ETH Zürich, Switzerland",education
2009,10.1109/TVCG.2009.158,Interactive Volume Rendering of Functional Representations in Quantum Chemistry,2.0,2.0,Ugo Varetto,https://openalex.org/A2632996204,"Swiss National Supercomputing Centre, Switzerland",facility
2010,10.1109/VAST.2010.5652896,Real-time aggregation of Wikipedia data for visual analytics,3.0,1.0,Nadia Boukhelifa,https://openalex.org/A2776117567,"Microsoft Research-INRIA Joint Centre, France",company
2010,10.1109/VAST.2010.5652896,Real-time aggregation of Wikipedia data for visual analytics,3.0,2.0,Fanny Chevalier,https://openalex.org/A2123408939,"Microsoft Research-INRIA Joint Centre, France",company
2010,10.1109/VAST.2010.5652896,Real-time aggregation of Wikipedia data for visual analytics,3.0,3.0,Jean-Daniel Fekete,https://openalex.org/A2154968417,"INRIA, France",government
2011,10.1109/TVCG.2011.164,An Efficient Direct Volume Rendering Approach for Dichromats,3.0,1.0,Weifeng Chen,https://openalex.org/A2297459223,"State Key Laboratory of CAD & CG, Zhejiang University, China",education
2011,10.1109/TVCG.2011.164,An Efficient Direct Volume Rendering Approach for Dichromats,3.0,2.0,Wei Chen,https://openalex.org/A2998626336,"State Key Laboratory of CAD & CG, Zhejiang University, China",education
2011,10.1109/TVCG.2011.164,An Efficient Direct Volume Rendering Approach for Dichromats,3.0,3.0,Hujun Bao,https://openalex.org/A2099886988,"State Key Laboratory of CAD & CG, Zhejiang University, China",education
2011,10.1109/TVCG.2011.182,Context Preserving Maps of Tubular Structures,4.0,1.0,Joseph Marino,https://openalex.org/A2126077125,"Computer Science Department, Stony Brook University, USA",education
2011,10.1109/TVCG.2011.182,Context Preserving Maps of Tubular Structures,4.0,2.0,Wei Zeng,https://openalex.org/A2106330568,"Computer Science Department, Stony Brook University, USA",education
2011,10.1109/TVCG.2011.182,Context Preserving Maps of Tubular Structures,4.0,3.0,Xianfeng Gu,https://openalex.org/A2113143229,"Computer Science Department, Stony Brook University, USA",education
2011,10.1109/TVCG.2011.182,Context Preserving Maps of Tubular Structures,4.0,4.0,Arie Kaufman,https://openalex.org/A2132849971,"Computer Science Department, Stony Brook University, USA",education
2012,10.1109/TVCG.2012.188,A Perceptual-Statistics Shading Model,4.0,1.0,Veronika Šoltészová,https://openalex.org/A1942001789,"Department of Informatics, University of Bergen, Norway",education
2012,10.1109/TVCG.2012.188,A Perceptual-Statistics Shading Model,4.0,2.0,Cagatay Turkay,https://openalex.org/A2033870557,"Department of Informatics, University of Bergen, Norway",education
2012,10.1109/TVCG.2012.188,A Perceptual-Statistics Shading Model,4.0,3.0,Mark C. Price,https://openalex.org/A2137545951,"Psychology Faculty, University of Bergen, Norway",education
2012,10.1109/TVCG.2012.188,A Perceptual-Statistics Shading Model,4.0,4.0,Ivan Viola,https://openalex.org/A1984815221,"Department of Informatics, Christian Michelsen Research, University of Bergen, Norway",education
2012,10.1109/TVCG.2012.243,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,8.0,1.0,Benjamin Schindler,https://openalex.org/A2127324968,"ETH Zurich, Switzerland",education
2012,10.1109/TVCG.2012.243,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,8.0,2.0,Raphael Fuchs,https://openalex.org/A2079699642,"ETH Zurich, Switzerland",education
2012,10.1109/TVCG.2012.243,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,8.0,3.0,Stefan Barp,https://openalex.org/A2703587472,"Air Flow Consulting AG Zurich, Switzerland",company
2012,10.1109/TVCG.2012.243,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,8.0,4.0,Jürgen Waser,https://openalex.org/A1990057575,"VRVis Research Center, Vienna, Austria",company
2012,10.1109/TVCG.2012.243,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,8.0,5.0,Armin Pobitzer,https://openalex.org/A1979970830,"University of Bergen, Norway",education
2012,10.1109/TVCG.2012.243,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,8.0,6.0,Robert Carnecky,https://openalex.org/A2066271353,"ETH Zurich, Switzerland",education
2012,10.1109/TVCG.2012.243,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,8.0,7.0,Krešimir Matković,https://openalex.org/A1167787926,"VRVis Research Center, Vienna, Austria",company
2012,10.1109/TVCG.2012.243,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,8.0,8.0,Ronald Peikert,https://openalex.org/A2262403949,"ETH Zurich, Switzerland",education
2012,10.1109/TVCG.2012.261,Sketching Uncertainty into Simulations,5.0,1.0,Hrvoje Ribicic,https://openalex.org/A1964490863,"VRVis Research Center, Vienna, Austria",company
2012,10.1109/TVCG.2012.261,Sketching Uncertainty into Simulations,5.0,2.0,Juergen Waser,https://openalex.org/A1990057575,"VRVis Research Center, Vienna, Austria",company
2012,10.1109/TVCG.2012.261,Sketching Uncertainty into Simulations,5.0,3.0,Roman Gurbat,https://openalex.org/A2230627891,"VRVis Research Center, Vienna, Austria",company
2012,10.1109/TVCG.2012.261,Sketching Uncertainty into Simulations,5.0,4.0,Bernhard Sadransky,https://openalex.org/A1991080768,"VRVis Research Center, Vienna, Austria",company
2012,10.1109/TVCG.2012.261,Sketching Uncertainty into Simulations,5.0,5.0,M. Eduard Gröller,https://openalex.org/A2780033393,"Technical University of of Vienna, Austria",education
