Year,DOI,Title,Number of Authors,Author Position,Author Name,OpenAlex Author ID,Affiliation Name,Affiliation Country Code
2003,10.1109/VISUAL.2003.1250400,Using deformations for browsing volumetric data,3.0,2.0,L. Tancau,https://openalex.org/A2549243640,department of computer science university of toronto canada,CA
2003,10.1109/VISUAL.2003.1250400,Using deformations for browsing volumetric data,3.0,3.0,R. Balakrishnan,https://openalex.org/A2130130894,department of computer science university of toronto canada,CA
2009,10.1109/TVCG.2009.143,Flow Mapping and Multivariate Visualization of Large Spatial Interaction Data,1.0,1.0,Diansheng Guo,https://openalex.org/A2168659623,department of geography university of south carolina usa,US
2012,10.1109/VAST.2012.6400557,Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,7.0,1.0,Junghoon Chae,https://openalex.org/A2109331984,purdue university,US
2012,10.1109/VAST.2012.6400557,Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,7.0,2.0,Dennis Thom,https://openalex.org/A2235788263,university of stuttgart,DE
2012,10.1109/VAST.2012.6400557,Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,7.0,3.0,Harald Bosch,https://openalex.org/A2155470383,university of stuttgart,DE
2012,10.1109/VAST.2012.6400557,Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,7.0,4.0,Yun Jang,https://openalex.org/A2143490654,sejong university,US
2012,10.1109/VAST.2012.6400557,Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,7.0,5.0,Ross Maciejewski,https://openalex.org/A2142123371,arizona state university,US
2012,10.1109/VAST.2012.6400557,Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,7.0,6.0,David S. Ebert,https://openalex.org/A2136127216,purdue university,US
2012,10.1109/VAST.2012.6400557,Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,7.0,7.0,Thomas Ertl,https://openalex.org/A2083449707,university of stuttgart,DE
1995,10.1109/INFVIS.1995.528685,The information mural: a technique for displaying and navigating large information spaces,2.0,1.0,D.F. Jerding,https://openalex.org/A1990261876,usability center college of computing georgia institute of technology atlanta ga usa,US
1995,10.1109/INFVIS.1995.528685,The information mural: a technique for displaying and navigating large information spaces,2.0,2.0,J.T. Stasko,https://openalex.org/A2087252583,usability center college of computing georgia institute of technology atlanta ga usa,US
2004,10.1109/INFVIS.2004.27,GeoTime Information Visualization,2.0,1.0,T. Kapler,https://openalex.org/A435309105,oculus info inc ,US
2004,10.1109/INFVIS.2004.27,GeoTime Information Visualization,2.0,2.0,W. Wright,https://openalex.org/A2238063413,oculus info inc ,US
2005,10.1109/VISUAL.2005.1532800,Streaming meshes,2.0,1.0,M. Isenburg,https://openalex.org/A2209414491,north carolina state university chapel hill usa,US
2005,10.1109/VISUAL.2005.1532800,Streaming meshes,2.0,2.0,P. Lindstrom,https://openalex.org/A2278655031,lawrence livermore national laboratory usa,US
2008,10.1109/TVCG.2008.175,VisGets: Coordinated Visualizations for Web-based Information Exploration and Discovery,4.0,1.0,Marian Dörk,https://openalex.org/A60800564,computer science department university of calgary canada,CA
2008,10.1109/TVCG.2008.175,VisGets: Coordinated Visualizations for Web-based Information Exploration and Discovery,4.0,2.0,Sheelagh Carpendale,https://openalex.org/A2012282979,computer science department university of calgary canada,CA
2008,10.1109/TVCG.2008.175,VisGets: Coordinated Visualizations for Web-based Information Exploration and Discovery,4.0,3.0,Christopher Collins,https://openalex.org/A2140209713,computer science department university of toronto canada,CA
2008,10.1109/TVCG.2008.175,VisGets: Coordinated Visualizations for Web-based Information Exploration and Discovery,4.0,4.0,Carey Williamson,https://openalex.org/A2139917975,computer science department university of calgary canada,CA
2015,10.1109/TVCG.2015.2467191,Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations,6.0,1.0,Kanit Wongsuphasawat,https://openalex.org/A2223705264,university of washington,US
2015,10.1109/TVCG.2015.2467191,Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations,6.0,2.0,Dominik Moritz,https://openalex.org/A2127175817,tableau research,US
2015,10.1109/TVCG.2015.2467191,Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations,6.0,3.0,Anushka Anand,https://openalex.org/A2088213256,tableau research,US
2015,10.1109/TVCG.2015.2467191,Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations,6.0,4.0,Jock Mackinlay,https://openalex.org/A2044770413,tableau research,US
2015,10.1109/TVCG.2015.2467191,Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations,6.0,5.0,Bill Howe,https://openalex.org/A2095906382,university of washington,US
2015,10.1109/TVCG.2015.2467191,Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations,6.0,6.0,Jeffrey Heer,https://openalex.org/A2112690490,university of washington,US
1991,10.1109/VISUAL.1991.175771,The virtual windtunnel: An environment for the exploration of three-dimensional unsteady flows,2.0,1.0,S. Bryson,https://openalex.org/A4257386340,nasa ames res center moffett field ca usa,US
1991,10.1109/VISUAL.1991.175771,The virtual windtunnel: An environment for the exploration of three-dimensional unsteady flows,2.0,2.0,C. Levit,https://openalex.org/A4257386341,applied research office numerical aerodynamics simulation division nasa ames research center moffett field ca usa,US
1994,10.1109/VISUAL.1994.346308,Discretized Marching Cubes,3.0,1.0,C. Montani,https://openalex.org/A2103525648,iei consiglio nazionale delle richerche pisa italy,IT
1994,10.1109/VISUAL.1994.346308,Discretized Marching Cubes,3.0,2.0,R. Scateni,https://openalex.org/A2626630728,centro di ricerca sviluppo e studi superiori sardegna crsi cagliari italy,IT
1994,10.1109/VISUAL.1994.346308,Discretized Marching Cubes,3.0,3.0,R. Scopigno,https://openalex.org/A2289128761,cnuce consiglio nazionale delle ricerche pisa italy,IT
1996,10.1109/VISUAL.1996.568121,Isosurfacing in span space with utmost efficiency (ISSUE),4.0,1.0,Han-Wei Shen,https://openalex.org/A2136258827,dept of comput sci utah univ salt lake city ut usa,US
1996,10.1109/VISUAL.1996.568121,Isosurfacing in span space with utmost efficiency (ISSUE),4.0,2.0,C.D. Hansen,https://openalex.org/A2059591427,advanced computing laboratory los alamos national laboratory los alamos nm usa,US
1996,10.1109/VISUAL.1996.568121,Isosurfacing in span space with utmost efficiency (ISSUE),4.0,3.0,Y. Livnat,https://openalex.org/A37046778,department of computer science university of utah salt lake ut usa,US
1996,10.1109/VISUAL.1996.568121,Isosurfacing in span space with utmost efficiency (ISSUE),4.0,4.0,C.R. Johnson,https://openalex.org/A2193108720,department of computer science university of utah salt lake ut usa,US
2011,10.1109/TVCG.2011.255,Visualization Rhetoric: Framing Effects in Narrative Visualization,2.0,1.0,Jessica Hullman,https://openalex.org/A1993670098,university of michigan usa,US
2011,10.1109/TVCG.2011.255,Visualization Rhetoric: Framing Effects in Narrative Visualization,2.0,2.0,Nick Diakopoulos,https://openalex.org/A2893893260,rutgers university usa,US
2003,10.1109/VISUAL.2003.1250386,High-quality two-level volume rendering of segmented data sets on consumer graphics hardware,3.0,1.0,M. Hadwiger,https://openalex.org/A2057155413,vrvis research center austria,AT
2003,10.1109/VISUAL.2003.1250386,High-quality two-level volume rendering of segmented data sets on consumer graphics hardware,3.0,2.0,C. Berger,https://openalex.org/A2974830385,vrvis research center austria,AT
2003,10.1109/VISUAL.2003.1250386,High-quality two-level volume rendering of segmented data sets on consumer graphics hardware,3.0,3.0,H. Hauser,https://openalex.org/A2138458960,vrvis research center austria,AT
2010,10.1109/TVCG.2010.162,Graphical Perception of Multiple Time Series,3.0,1.0,Waqas Javed,https://openalex.org/A2041331986,purdue university west lafayette in usa,US
2010,10.1109/TVCG.2010.162,Graphical Perception of Multiple Time Series,3.0,2.0,Bryan McDonnel,https://openalex.org/A2015785865,purdue university west lafayette in usa,US
2010,10.1109/TVCG.2010.162,Graphical Perception of Multiple Time Series,3.0,3.0,Niklas Elmqvist,https://openalex.org/A2193023912,purdue university west lafayette in usa,US
2013,10.1109/TVCG.2013.179,Nanocubes for Real-Time Exploration of Spatiotemporal Datasets,3.0,1.0,Lauro Lins,https://openalex.org/A2096723609,at t research usa,US
2013,10.1109/TVCG.2013.179,Nanocubes for Real-Time Exploration of Spatiotemporal Datasets,3.0,2.0,James T. Klosowski,https://openalex.org/A2282630686,at t research usa,US
2013,10.1109/TVCG.2013.179,Nanocubes for Real-Time Exploration of Spatiotemporal Datasets,3.0,3.0,Carlos Scheidegger,https://openalex.org/A2119064567,at t research usa,US
2013,10.1109/TVCG.2013.200,Temporal Event Sequence Simplification,5.0,1.0,Megan Monroe,https://openalex.org/A2225759425,university of maryland usa,US
2013,10.1109/TVCG.2013.200,Temporal Event Sequence Simplification,5.0,2.0,Rongjian Lan,https://openalex.org/A1973380429,university of maryland usa,US
2013,10.1109/TVCG.2013.200,Temporal Event Sequence Simplification,5.0,3.0,Hanseung Lee,https://openalex.org/A2307815795,university of maryland usa,US
2013,10.1109/TVCG.2013.200,Temporal Event Sequence Simplification,5.0,4.0,Catherine Plaisant,https://openalex.org/A216611935,university of maryland usa,US
2013,10.1109/TVCG.2013.200,Temporal Event Sequence Simplification,5.0,5.0,Ben Shneiderman,https://openalex.org/A668764113,university of maryland usa,US
2004,10.1109/VISUAL.2004.96,Simplifying flexible isosurfaces using local geometric measures,3.0,1.0,H. Carr,https://openalex.org/A2698075467,department of computer science university of british columbia canada,CA
2004,10.1109/VISUAL.2004.96,Simplifying flexible isosurfaces using local geometric measures,3.0,2.0,J. Snoeyink,https://openalex.org/A2029765619,department of computer science university of north carolina chapel hill usa,US
2004,10.1109/VISUAL.2004.96,Simplifying flexible isosurfaces using local geometric measures,3.0,3.0,M. van de Panne,https://openalex.org/A13063201,department of computer science university of british columbia canada,CA
2011,10.1109/TVCG.2011.229,Quality Metrics in High-Dimensional Data Visualization: An Overview and Systematization,3.0,1.0,Enrico Bertini,https://openalex.org/A2155423936,university of konstanz germany,DE
2011,10.1109/TVCG.2011.229,Quality Metrics in High-Dimensional Data Visualization: An Overview and Systematization,3.0,2.0,Andrada Tatu,https://openalex.org/A2114725771,university of konstanz germany,DE
2011,10.1109/TVCG.2011.229,Quality Metrics in High-Dimensional Data Visualization: An Overview and Systematization,3.0,3.0,Daniel Keim,https://openalex.org/A2147343253,university of konstanz germany,DE
1993,10.1109/VISUAL.1993.398863,InfoCrystal: A visual tool for information retrieval,1.0,1.0,A. Spoerri,https://openalex.org/A1306747195,center for educational computing initiatives massachusetts institute of technology cambridge ma usa,US
2002,10.1109/VISUAL.2002.1183778,Interactive visualization of complex plant ecosystems,4.0,1.0,O. Deussen,https://openalex.org/A74604451,faculty of computer science dresden university of technology germany,DE
2002,10.1109/VISUAL.2002.1183778,Interactive visualization of complex plant ecosystems,4.0,2.0,C. Colditz,https://openalex.org/A680321199,faculty of computer science dresden university of technology germany,DE
2002,10.1109/VISUAL.2002.1183778,Interactive visualization of complex plant ecosystems,4.0,3.0,M. Stamminger,https://openalex.org/A121265243,bauhaus universitat weimar germany,DE
2002,10.1109/VISUAL.2002.1183778,Interactive visualization of complex plant ecosystems,4.0,4.0,G. Drettakis,https://openalex.org/A66963136,sophia antipolis reves inria france,FR
2008,10.1109/VAST.2008.4677356,Spatio-temporal aggregation for visual analysis of movements,2.0,1.0,Gennady Andrienko,https://openalex.org/A237265413,fraunhofer institute of intelligent analysis and information systems iais sankt augustin germany,DE
2008,10.1109/VAST.2008.4677356,Spatio-temporal aggregation for visual analysis of movements,2.0,2.0,Natalia Andrienko,https://openalex.org/A1983982202,fraunhofer institute of intelligent analysis and information systems iais sankt augustin germany,DE
2005,10.1109/VISUAL.2005.1532833,View selection for volume rendering,2.0,1.0,U.D. Bordoloi,https://openalex.org/A2085496420,ohio state uinversity usa,US
2005,10.1109/VISUAL.2005.1532833,View selection for volume rendering,2.0,2.0,H.-W. Shen,https://openalex.org/A2136258827,ohio state uinversity usa,US
2001,10.1109/VISUAL.2001.964509,Dynamic Shadow Removal from Front Projection Displays,5.0,1.0,C. Jaynes,https://openalex.org/A233615514,dept of computer science university of kentucky,US
2001,10.1109/VISUAL.2001.964509,Dynamic Shadow Removal from Front Projection Displays,5.0,2.0,S. Webb,https://openalex.org/A2149718726,dept of computer science university of kentucky,US
2001,10.1109/VISUAL.2001.964509,Dynamic Shadow Removal from Front Projection Displays,5.0,3.0,R.M. Steele,https://openalex.org/A2134656896,dept of comput sci kentucky univ lexington ky usa,US
2001,10.1109/VISUAL.2001.964509,Dynamic Shadow Removal from Front Projection Displays,5.0,4.0,M. Brown,https://openalex.org/A2594426199,dept of computer science university of kentucky,US
2001,10.1109/VISUAL.2001.964509,Dynamic Shadow Removal from Front Projection Displays,5.0,5.0,W.B. Seales,https://openalex.org/A388366601,dept of comput sci kentucky univ lexington ky usa,US
2003,10.1109/INFVIS.2003.1249028,Thread Arcs: an email thread visualization,1.0,1.0,B. Kerr,https://openalex.org/A2974774004,collaborative user experience group ibm research usa,US
1999,10.1109/VISUAL.1999.809905,Visualizing Multivalued Data from 2D Incompressible Flows Using Concepts from Painting,3.0,1.0,R.M. Kirby,https://openalex.org/A2309436987,division of applied mathematics brown university usa,US
1999,10.1109/VISUAL.1999.809905,Visualizing Multivalued Data from 2D Incompressible Flows Using Concepts from Painting,3.0,2.0,H. Marmanis,https://openalex.org/A2410632678,division of applied mathematics brown university usa,US
1999,10.1109/VISUAL.1999.809905,Visualizing Multivalued Data from 2D Incompressible Flows Using Concepts from Painting,3.0,3.0,D.H. Laidlaw,https://openalex.org/A2123746788,department of computer science brown university usa,US
1998,10.1109/VISUAL.1998.745302,TOPIC ISLANDS TM - a wavelet-based text visualization system,4.0,1.0,N.E. Miller,https://openalex.org/A3150271774,pacific northwest lab richland wa usa,US
1998,10.1109/VISUAL.1998.745302,TOPIC ISLANDS TM - a wavelet-based text visualization system,4.0,2.0,P.C. Wong,https://openalex.org/A3139755757,pacific northwest national laboratory united states,US
1998,10.1109/VISUAL.1998.745302,TOPIC ISLANDS TM - a wavelet-based text visualization system,4.0,3.0,M. Brewster,https://openalex.org/A3140844905,los alamos national laboratory usa,US
1998,10.1109/VISUAL.1998.745302,TOPIC ISLANDS TM - a wavelet-based text visualization system,4.0,4.0,H. Foote,https://openalex.org/A3140711728,pacific northwest national laboratory united states,US
2007,10.1109/TVCG.2007.70551,Efficient Computation and Visualization of Coherent Structures in Fluid Flow Applications,4.0,1.0,Christoph Garth,https://openalex.org/A2020036024,institute for data analysis and visualization university of california davis usa,US
2007,10.1109/TVCG.2007.70551,Efficient Computation and Visualization of Coherent Structures in Fluid Flow Applications,4.0,2.0,Florian Gerhardt,https://openalex.org/A2974799250,university of kaiserslautern germany,DE
2007,10.1109/TVCG.2007.70551,Efficient Computation and Visualization of Coherent Structures in Fluid Flow Applications,4.0,3.0,Xavier Tricoche,https://openalex.org/A1235285878,sci institute university of utah usa,US
2007,10.1109/TVCG.2007.70551,Efficient Computation and Visualization of Coherent Structures in Fluid Flow Applications,4.0,4.0,Hagen Hans,https://openalex.org/A2237445521,university of kaiserslautern germany,DE
2008,10.1109/TVCG.2008.162,Size-based Transfer Functions: A New Volume Exploration Technique,2.0,1.0,Carlos Correa,https://openalex.org/A2164010038,university of california davis usa,US
2008,10.1109/TVCG.2008.162,Size-based Transfer Functions: A New Volume Exploration Technique,2.0,2.0,Kwan-Liu Ma,https://openalex.org/A2122423217,university of california davis usa,US
2010,10.1109/TVCG.2010.164,How Information Visualization Novices Construct Visualizations,3.0,1.0,Lars Grammel,https://openalex.org/A2137771864,university of victoria canada,CA
2010,10.1109/TVCG.2010.164,How Information Visualization Novices Construct Visualizations,3.0,2.0,Melanie Tory,https://openalex.org/A3145702239,university of victoria canada,CA
2010,10.1109/TVCG.2010.164,How Information Visualization Novices Construct Visualizations,3.0,3.0,Margaret-Anne Storey,https://openalex.org/A2123850919,university of victoria canada,CA
2004,10.1109/INFVIS.2004.68,Uncovering Clusters in Crowded Parallel Coordinates Visualizations,3.0,1.0,A.O. Artero,https://openalex.org/A2085672363,department of computer science university of s o paulo brazil,BR
2004,10.1109/INFVIS.2004.68,Uncovering Clusters in Crowded Parallel Coordinates Visualizations,3.0,2.0,M.C.F. de Oliveira,https://openalex.org/A2943470231,department of computer science university of s o paulo,US
2004,10.1109/INFVIS.2004.68,Uncovering Clusters in Crowded Parallel Coordinates Visualizations,3.0,3.0,H. Levkowitz,https://openalex.org/A37293949,department of computer science university of massachusetts usa,US
2003,10.1109/INFVIS.2003.1249015,"Interactive hierarchical dimension ordering, spacing and filtering for exploration of high dimensional datasets",4.0,1.0,Jing Yang,https://openalex.org/A2710654509,computer science department worcester polytechnic institute worcester ma usa,US
2003,10.1109/INFVIS.2003.1249015,"Interactive hierarchical dimension ordering, spacing and filtering for exploration of high dimensional datasets",4.0,2.0,Wei Peng,https://openalex.org/A2371757038,computer science department worcester polytechnic institute worcester ma usa,US
2003,10.1109/INFVIS.2003.1249015,"Interactive hierarchical dimension ordering, spacing and filtering for exploration of high dimensional datasets",4.0,3.0,M.O. Ward,https://openalex.org/A2102429099,computer science department worcester polytechnic institute worcester ma usa,US
2003,10.1109/INFVIS.2003.1249015,"Interactive hierarchical dimension ordering, spacing and filtering for exploration of high dimensional datasets",4.0,4.0,E.A. Rundensteiner,https://openalex.org/A2289414603,computer science department worcester polytechnic institute worcester ma usa,US
2010,10.1109/TVCG.2010.194,SparkClouds: Visualizing Trends in Tag Clouds,4.0,1.0,Bongshin Lee,https://openalex.org/A2140022242,microsoft research limited usa,US
2010,10.1109/TVCG.2010.194,SparkClouds: Visualizing Trends in Tag Clouds,4.0,2.0,Nathalie Henry Riche,https://openalex.org/A1879266857,microsoft research limited usa,US
2010,10.1109/TVCG.2010.194,SparkClouds: Visualizing Trends in Tag Clouds,4.0,3.0,Amy K. Karlson,https://openalex.org/A2056946347,microsoft research limited usa,US
2010,10.1109/TVCG.2010.194,SparkClouds: Visualizing Trends in Tag Clouds,4.0,4.0,Sheelash Carpendale,https://openalex.org/A2973295322,university of calgary canada,CA
2013,10.1109/TVCG.2013.126,A Systematic Review on the Practice of Evaluating Visualization,5.0,1.0,Tobias Isenberg,https://openalex.org/A1672749942,inria france,FR
2013,10.1109/TVCG.2013.126,A Systematic Review on the Practice of Evaluating Visualization,5.0,2.0,Petra Isenberg,https://openalex.org/A2111668110,inria france,FR
2013,10.1109/TVCG.2013.126,A Systematic Review on the Practice of Evaluating Visualization,5.0,3.0,Jian Chen,https://openalex.org/A3206897746,university of maryland baltimore usa,US
2013,10.1109/TVCG.2013.126,A Systematic Review on the Practice of Evaluating Visualization,5.0,4.0,Michael Sedlmair,https://openalex.org/A2078060999,university of vienna austria,AT
2013,10.1109/TVCG.2013.126,A Systematic Review on the Practice of Evaluating Visualization,5.0,5.0,Torsten Möller,https://openalex.org/A2682213054,university of vienna austria,AT
1998,10.1109/VISUAL.1998.745294,Visualizing diffusion tensor images of the mouse spinal cord,6.0,1.0,D.H. Laidlaw,https://openalex.org/A3141367421,california institute of technology pasadena ca usa,US
1998,10.1109/VISUAL.1998.745294,Visualizing diffusion tensor images of the mouse spinal cord,6.0,2.0,E.T. Ahrens,https://openalex.org/A3145719963,california institute of technology pasadena ca usa,US
1998,10.1109/VISUAL.1998.745294,Visualizing diffusion tensor images of the mouse spinal cord,6.0,3.0,D. Kremers,https://openalex.org/A3140470813,california institute of technology pasadena ca usa,US
1998,10.1109/VISUAL.1998.745294,Visualizing diffusion tensor images of the mouse spinal cord,6.0,4.0,M.J. Avalos,https://openalex.org/A3143476168,california institute of technology pasadena ca usa,US
1998,10.1109/VISUAL.1998.745294,Visualizing diffusion tensor images of the mouse spinal cord,6.0,5.0,R.E. Jacobs,https://openalex.org/A3149295669,california institute of technology pasadena ca usa,US
1998,10.1109/VISUAL.1998.745294,Visualizing diffusion tensor images of the mouse spinal cord,6.0,6.0,C. Readhead,https://openalex.org/A3148070874,cedars sinai medical center los angeles ca usa,US
2013,10.1109/TVCG.2013.173,LineUp: Visual Analysis of Multi-Attribute Rankings,5.0,1.0,Samuel Gratzl,https://openalex.org/A1997569821,johannes kepler university of linz austria,AT
