Year,DOI,Title,Number of Authors,Author Position,Author Name,OpenAlex Author ID,Affiliation Name,Affiliation Country Code
2005,10.1109/VISUAL.2005.1532852,Particle and texture based spatiotemporal visualization of time-dependent vector fields,4.0,4.0,T. Ertl,https://openalex.org/A2083449707,institute of visualization and interactive systems university of stuttgart germany,DE
2005,10.1109/VISUAL.2005.1532855,Illustrative display of hidden iso-surface structures,3.0,1.0,J. Fischer,https://openalex.org/A2531173672,visual computing for medicine university of t bingen germany,DE
2005,10.1109/VISUAL.2005.1532855,Illustrative display of hidden iso-surface structures,3.0,2.0,D. Bartz,https://openalex.org/A2169279047,visual computing for medicine university of t bingen germany,DE
2005,10.1109/VISUAL.2005.1532855,Illustrative display of hidden iso-surface structures,3.0,3.0,W. Strasser,https://openalex.org/A2190211897,wsi gris university of t bingen,DE
2008,10.1109/VAST.2008.4677359,Visual evaluation of text features for document summarization and analysis,5.0,1.0,Daniela Oelke,,university of konstanz germany,DE
2008,10.1109/VAST.2008.4677359,Visual evaluation of text features for document summarization and analysis,5.0,2.0,Peter Bak,,university of konstanz germany,DE
2008,10.1109/VAST.2008.4677359,Visual evaluation of text features for document summarization and analysis,5.0,3.0,Daniel A. Keim,,university of konstanz germany,DE
2008,10.1109/VAST.2008.4677359,Visual evaluation of text features for document summarization and analysis,5.0,4.0,Mark Last,,ben gurion university of the negev israel,IL
2008,10.1109/VAST.2008.4677359,Visual evaluation of text features for document summarization and analysis,5.0,5.0,Guy Danon,,ben gurion university of the negev israel,IL
2008,10.1109/VAST.2008.4677360,Evaluating the relationship between user interaction and financial visual analysis,6.0,1.0,Dong Hyun Jeong,https://openalex.org/A2110663554,viscenter unc charlotte usa,US
2008,10.1109/VAST.2008.4677360,Evaluating the relationship between user interaction and financial visual analysis,6.0,2.0,Wenwen Dou,https://openalex.org/A2157271971,viscenter unc charlotte usa,US
2008,10.1109/VAST.2008.4677360,Evaluating the relationship between user interaction and financial visual analysis,6.0,3.0,Heather Richter Lipford,https://openalex.org/A159818430,hci laboratory unc charlotte usa,US
2008,10.1109/VAST.2008.4677360,Evaluating the relationship between user interaction and financial visual analysis,6.0,4.0,Felesia Stukes,https://openalex.org/A284944288,viscenter unc charlotte usa,US
2008,10.1109/VAST.2008.4677360,Evaluating the relationship between user interaction and financial visual analysis,6.0,5.0,Remco Chang,https://openalex.org/A2023608286,viscenter unc charlotte usa,US
2008,10.1109/VAST.2008.4677360,Evaluating the relationship between user interaction and financial visual analysis,6.0,6.0,William Ribarsky,https://openalex.org/A1992120996,hci laboratory unc charlotte usa,US
2008,10.1109/TVCG.2008.108,A Comparison of the Perceptual Benefits of Linear Perspective and Physically-Based Illumination for Display of Dense 3D Streamtubes,2.0,1.0,Chris Weigle,https://openalex.org/A2764289616,ut ornl joint institiute for computational sciences department of electrical engineering and computer science university of tennessee usa,US
2008,10.1109/TVCG.2008.108,A Comparison of the Perceptual Benefits of Linear Perspective and Physically-Based Illumination for Display of Dense 3D Streamtubes,2.0,2.0,David Banks,https://openalex.org/A2973854079,ut ornl joint institiute for computational sciences department of electrical engineering and computer science university of tennessee usa,US
2009,10.1109/TVCG.2009.130,Constructing Overview + Detail Dendrogram-Matrix Views,3.0,1.0,Jin Chen,https://openalex.org/A2274293571,geovista center department of geography pennsylvania state university usa,US
2009,10.1109/TVCG.2009.130,Constructing Overview + Detail Dendrogram-Matrix Views,3.0,2.0,Alan M. MacEachren,https://openalex.org/A192858880,geovista center department of geography pennsylvania state university usa,US
2009,10.1109/TVCG.2009.130,Constructing Overview + Detail Dendrogram-Matrix Views,3.0,3.0,Donna J. Peuquet,https://openalex.org/A274553414,geovista center department of geography pennsylvania state university usa,US
2009,10.1109/TVCG.2009.196,Visual Analysis of Inter-Process Communication for Large-Scale Parallel Computing,3.0,1.0,Chris Muelder,https://openalex.org/A2838918982,university of california davis usa,US
2009,10.1109/TVCG.2009.196,Visual Analysis of Inter-Process Communication for Large-Scale Parallel Computing,3.0,2.0,Francois Gygi,https://openalex.org/A3185170962,university of california davis usa,US
2009,10.1109/TVCG.2009.196,Visual Analysis of Inter-Process Communication for Large-Scale Parallel Computing,3.0,3.0,Kwan-Liu Ma,https://openalex.org/A2122423217,university of california davis usa,US
2009,10.1109/VAST.2009.5333911,SpRay: A visual analytics approach for gene expression data,4.0,1.0,Janko Dietzsch,https://openalex.org/A2216188900,zbit university of t bingen germany,DE
2009,10.1109/VAST.2009.5333911,SpRay: A visual analytics approach for gene expression data,4.0,2.0,Julian Heinrich,https://openalex.org/A2127380170,university of stuttgart germany,DE
2009,10.1109/VAST.2009.5333911,SpRay: A visual analytics approach for gene expression data,4.0,3.0,Kay Nieselt,https://openalex.org/A96854432,zbit university of t bingen germany,DE
2009,10.1109/VAST.2009.5333911,SpRay: A visual analytics approach for gene expression data,4.0,4.0,Dirk Bartz,https://openalex.org/A2169279047,iccas vcm universit t leipzig germany,DE
2010,10.1109/VAST.2010.5652940,Two-stage framework for a topology-based projection and visualization of classified document collections,7.0,1.0,Patrick Oesterling,https://openalex.org/A2054677237,university of leipzig germany,DE
2010,10.1109/VAST.2010.5652940,Two-stage framework for a topology-based projection and visualization of classified document collections,7.0,2.0,Gerik Scheuermann,https://openalex.org/A2044057687,university of leipzig germany,DE
2010,10.1109/VAST.2010.5652940,Two-stage framework for a topology-based projection and visualization of classified document collections,7.0,3.0,Sven Teresniak,https://openalex.org/A8677687,university of leipzig germany,DE
2010,10.1109/VAST.2010.5652940,Two-stage framework for a topology-based projection and visualization of classified document collections,7.0,4.0,Gerhard Heyer,https://openalex.org/A2133237204,university of leipzig germany,DE
2010,10.1109/VAST.2010.5652940,Two-stage framework for a topology-based projection and visualization of classified document collections,7.0,5.0,Steffen Koch,https://openalex.org/A2146164273,university of stuttgart germany,DE
2010,10.1109/VAST.2010.5652940,Two-stage framework for a topology-based projection and visualization of classified document collections,7.0,6.0,Thomas Ertl,https://openalex.org/A2083449707,university of stuttgart germany,DE
2010,10.1109/VAST.2010.5652940,Two-stage framework for a topology-based projection and visualization of classified document collections,7.0,7.0,Gunther H. Weber,https://openalex.org/A2424001649,lawrence berkeley national laboratory usa,US
2010,10.1109/TVCG.2010.169,Interactive Separating Streak Surfaces,4.0,1.0,Florian Ferstl,https://openalex.org/A2110148973,computer graphics visualization group technische universit t m nchen germany,DE
2010,10.1109/TVCG.2010.169,Interactive Separating Streak Surfaces,4.0,2.0,Kai Burger,https://openalex.org/A2136498732,computer graphics visualization group technische universit t m nchen germany,DE
2010,10.1109/TVCG.2010.169,Interactive Separating Streak Surfaces,4.0,3.0,Holger Theisel,https://openalex.org/A213850259,visual computing group university of magdeburg germany,DE
2010,10.1109/TVCG.2010.169,Interactive Separating Streak Surfaces,4.0,4.0,Rudiger Westermann,https://openalex.org/A2105141265,computer graphics visualization group technische universit t m nchen germany,DE
2011,10.1109/VAST.2011.6102458,SAVE: Sensor anomaly visualization engine,6.0,1.0,Lei Shi,https://openalex.org/A2581263356,ibm research china,US
2011,10.1109/VAST.2011.6102458,SAVE: Sensor anomaly visualization engine,6.0,2.0,Qi Liao,https://openalex.org/A2152455239,computer science and engineering department university of notre dame usa,US
2011,10.1109/VAST.2011.6102458,SAVE: Sensor anomaly visualization engine,6.0,3.0,Yuan He,https://openalex.org/A2130234212,computer science and engineering department hong kong university of science and technology hong kong china,CN
2011,10.1109/VAST.2011.6102458,SAVE: Sensor anomaly visualization engine,6.0,4.0,Rui Li,https://openalex.org/A2652790428,computer science and technology department xi an jiaotong university china,CN
2011,10.1109/VAST.2011.6102458,SAVE: Sensor anomaly visualization engine,6.0,5.0,Aaron Striegel,https://openalex.org/A360766964,computer science and engineering department university of notre dame usa,US
2011,10.1109/VAST.2011.6102458,SAVE: Sensor anomaly visualization engine,6.0,6.0,Zhong Su,https://openalex.org/A2647545712,ibm research china,US
2012,10.1109/TVCG.2012.216,Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,4.0,1.0,Jian Chen,https://openalex.org/A3206897746,university of maryland baltimore usa,US
2012,10.1109/TVCG.2012.216,Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,4.0,2.0,Haipeng Cai,https://openalex.org/A2168050450,university of southern mississippi usa,US
2012,10.1109/TVCG.2012.216,Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,4.0,3.0,Alexander P. Auchus,https://openalex.org/A53111060,university of mississippi medical center usa,US
2012,10.1109/TVCG.2012.216,Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,4.0,4.0,David H. Laidlaw,https://openalex.org/A2123746788,brown university usa,US
2012,10.1109/VAST.2012.6400489,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,6.0,1.0,Elisa Portes dos Santos Amorim,https://openalex.org/A2151681312,university of calgary,CA
2012,10.1109/VAST.2012.6400489,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,6.0,2.0,Emilio Vital Brazil,https://openalex.org/A2089763030,university of calgary,CA
2012,10.1109/VAST.2012.6400489,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,6.0,3.0,Joel Daniels,https://openalex.org/A2155226476,nyu polytechnic institute,US
2012,10.1109/VAST.2012.6400489,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,6.0,4.0,Paulo Joia,https://openalex.org/A2057213353,university of sao paulo,BR
2012,10.1109/VAST.2012.6400489,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,6.0,5.0,Luis Gustavo Nonato,https://openalex.org/A1986472849,university of sao paulo,BR
2012,10.1109/VAST.2012.6400489,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,6.0,6.0,Mario Costa Sousa,https://openalex.org/A2105740368,university of calgary,CA
2012,10.1109/TVCG.2012.254,Reinventing the Contingency Wheel: Scalable Visual Analytics of Large Categorical Data,4.0,1.0,Bilal Alsallakh,https://openalex.org/A295001648,university of technology vienna austria,AT
2012,10.1109/TVCG.2012.254,Reinventing the Contingency Wheel: Scalable Visual Analytics of Large Categorical Data,4.0,2.0,Wolfgang Aigner,https://openalex.org/A1666292634,university of technology vienna austria,AT
2012,10.1109/TVCG.2012.254,Reinventing the Contingency Wheel: Scalable Visual Analytics of Large Categorical Data,4.0,3.0,Silvia Miksch,https://openalex.org/A193994343,university of technology vienna austria,AT
2012,10.1109/TVCG.2012.254,Reinventing the Contingency Wheel: Scalable Visual Analytics of Large Categorical Data,4.0,4.0,M. Eduard Gröller,https://openalex.org/A1981749074,university of technology vienna austria,AT
2014,10.1109/TVCG.2014.2346434,Conforming Morse-Smale Complexes,5.0,1.0,Attila Gyulassy,https://openalex.org/A2280587364,sci institute university of utah,US
2014,10.1109/TVCG.2014.2346434,Conforming Morse-Smale Complexes,5.0,2.0,David Günther,https://openalex.org/A2130756756,institut mines t l com t l com paristech cnrs ltci paris france,FR
2014,10.1109/TVCG.2014.2346434,Conforming Morse-Smale Complexes,5.0,3.0,Joshua A. Levine,https://openalex.org/A2151872783,school of computing visual computing division clemson university clemson sc usa,US
2014,10.1109/TVCG.2014.2346434,Conforming Morse-Smale Complexes,5.0,4.0,Julien Tierny,https://openalex.org/A1907546594,institut mines t l com t l com paristech cnrs ltci cnrs lip upmc sorbonne universites paris france,FR
2014,10.1109/TVCG.2014.2346434,Conforming Morse-Smale Complexes,5.0,5.0,Valerio Pascucci,https://openalex.org/A2296065211,sci institute university of utah,US
2014,10.1109/TVCG.2014.2346591,Interactive Visual Analysis of Image-Centric Cohort Study Data,6.0,1.0,Paul Klemm,https://openalex.org/A2031642461,otto von guericke university magdeburg germany,DE
2014,10.1109/TVCG.2014.2346591,Interactive Visual Analysis of Image-Centric Cohort Study Data,6.0,2.0,Steffen Oeltze-Jafra,https://openalex.org/A875272265,otto von guericke university magdeburg germany,DE
2014,10.1109/TVCG.2014.2346591,Interactive Visual Analysis of Image-Centric Cohort Study Data,6.0,3.0,Kai Lawonn,https://openalex.org/A1094438419,otto von guericke university magdeburg germany,DE
2014,10.1109/TVCG.2014.2346591,Interactive Visual Analysis of Image-Centric Cohort Study Data,6.0,4.0,Katrin Hegenscheid,https://openalex.org/A249454987,ernst moritz arndt university greifswald germany,DE
2014,10.1109/TVCG.2014.2346591,Interactive Visual Analysis of Image-Centric Cohort Study Data,6.0,5.0,Henry Völzke,https://openalex.org/A1999052458,ernst moritz arndt university greifswald germany,DE
2014,10.1109/TVCG.2014.2346591,Interactive Visual Analysis of Image-Centric Cohort Study Data,6.0,6.0,Bernhard Preim,https://openalex.org/A332475898,otto von guericke university magdeburg germany,DE
2015,10.1109/TVCG.2015.2467691,AmbiguityVis: Visualization of Ambiguity in Graph Layouts,7.0,1.0,Yong Wang,https://openalex.org/A2617946653,hong kong university of science and technology,CN
2015,10.1109/TVCG.2015.2467691,AmbiguityVis: Visualization of Ambiguity in Graph Layouts,7.0,2.0,Qiaomu Shen,https://openalex.org/A2222871084,hong kong university of science and technology,CN
2015,10.1109/TVCG.2015.2467691,AmbiguityVis: Visualization of Ambiguity in Graph Layouts,7.0,3.0,Daniel Archambault,https://openalex.org/A2017897688,swansea university,GB
2015,10.1109/TVCG.2015.2467691,AmbiguityVis: Visualization of Ambiguity in Graph Layouts,7.0,4.0,Zhiguang Zhou,https://openalex.org/A2229890951,zhejiang university of finance and economics,CN
2015,10.1109/TVCG.2015.2467691,AmbiguityVis: Visualization of Ambiguity in Graph Layouts,7.0,5.0,Min Zhu,https://openalex.org/A2790143425,sichuan university,CN
2015,10.1109/TVCG.2015.2467691,AmbiguityVis: Visualization of Ambiguity in Graph Layouts,7.0,6.0,Sixiao Yang,https://openalex.org/A2230326699,huawei co ltd ,CN
2015,10.1109/TVCG.2015.2467691,AmbiguityVis: Visualization of Ambiguity in Graph Layouts,7.0,7.0,Huamin Qu,https://openalex.org/A2103237498,hong kong university of science and technology,CN
2015,10.1109/TVCG.2015.2467203,Cluster Analysis of Vortical Flow in Simulations of Cerebral Aneurysm Hemodynamics,4.0,1.0,Steffen Oeltze-Jafra,https://openalex.org/A875272265,department of simulation and graphics university of magdeburg germany,DE
2015,10.1109/TVCG.2015.2467203,Cluster Analysis of Vortical Flow in Simulations of Cerebral Aneurysm Hemodynamics,4.0,2.0,Juan R. Cebral,https://openalex.org/A1974614280,center for computational fluid dynamics george mason university fairfax virginia usa,US
2015,10.1109/TVCG.2015.2467203,Cluster Analysis of Vortical Flow in Simulations of Cerebral Aneurysm Hemodynamics,4.0,3.0,Gábor Janiga,https://openalex.org/A76030111,institute of fluid dynamics and thermodynamics university of magdeburg germany,DE
2015,10.1109/TVCG.2015.2467203,Cluster Analysis of Vortical Flow in Simulations of Cerebral Aneurysm Hemodynamics,4.0,4.0,Bernhard Preim,https://openalex.org/A332475898,department of simulation and graphics university of magdeburg germany,DE
2016,10.1109/TVCG.2016.2598609,Iterating between Tools to Create and Edit Visualizations,4.0,1.0,Alex Bigelow,https://openalex.org/A2420457649,university of utah,US
2016,10.1109/TVCG.2016.2598609,Iterating between Tools to Create and Edit Visualizations,4.0,2.0,Steven Drucker,https://openalex.org/A14227721,microsoft research,US
2016,10.1109/TVCG.2016.2598609,Iterating between Tools to Create and Edit Visualizations,4.0,3.0,Danyel Fisher,https://openalex.org/A2113528437,microsoft research,US
2016,10.1109/TVCG.2016.2598609,Iterating between Tools to Create and Edit Visualizations,4.0,4.0,Miriah Meyer,https://openalex.org/A2113885942,university of utah,US
2016,10.1109/TVCG.2016.2599058,HindSight: Encouraging Exploration through Direct Encoding of Personal Interaction History,4.0,1.0,Mi Feng,https://openalex.org/A2709207846,worcester polytechnic institute,US
2016,10.1109/TVCG.2016.2599058,HindSight: Encouraging Exploration through Direct Encoding of Personal Interaction History,4.0,2.0,Cheng Deng,https://openalex.org/A2566150191,worcester polytechnic institute,US
2016,10.1109/TVCG.2016.2599058,HindSight: Encouraging Exploration through Direct Encoding of Personal Interaction History,4.0,3.0,Evan M. Peck,https://openalex.org/A2138454622,bucknell university,US
2016,10.1109/TVCG.2016.2599058,HindSight: Encouraging Exploration through Direct Encoding of Personal Interaction History,4.0,4.0,Lane Harrison,https://openalex.org/A2103580512,worcester polytechnic institute,US
2017,10.1109/TVCG.2017.2744184,"Scatterplots: Tasks, Data, and Designs",2.0,1.0,Alper Sarikaya,https://openalex.org/A2176705196,university of wisconsin madison,US
2017,10.1109/TVCG.2017.2744184,"Scatterplots: Tasks, Data, and Designs",2.0,2.0,Michael Gleicher,https://openalex.org/A743507883,university of wisconsin madison,US
2017,10.1109/TVCG.2017.2744079,A Virtual Reality Visualization Tool for Neuron Tracing,8.0,1.0,Will Usher,https://openalex.org/A2584767119,sci institute university of utah usa,US
2017,10.1109/TVCG.2017.2744079,A Virtual Reality Visualization Tool for Neuron Tracing,8.0,2.0,Pavol Klacansky,https://openalex.org/A2400294544,sci institute university of utah usa,US
2017,10.1109/TVCG.2017.2744079,A Virtual Reality Visualization Tool for Neuron Tracing,8.0,3.0,Frederick Federer,https://openalex.org/A2003113314,moran eye institute university of utah usa,US
2017,10.1109/TVCG.2017.2744079,A Virtual Reality Visualization Tool for Neuron Tracing,8.0,4.0,Peer-Timo Bremer,https://openalex.org/A1976763668,lawrence livermore national laboratory usa,US
2017,10.1109/TVCG.2017.2744079,A Virtual Reality Visualization Tool for Neuron Tracing,8.0,5.0,Aaron Knoll,https://openalex.org/A2143081355,sci institute university of utah usa,US
2017,10.1109/TVCG.2017.2744079,A Virtual Reality Visualization Tool for Neuron Tracing,8.0,6.0,Jeff Yarch,https://openalex.org/A2570228623,moran eye institute university of utah usa,US
2017,10.1109/TVCG.2017.2744079,A Virtual Reality Visualization Tool for Neuron Tracing,8.0,7.0,Alessandra Angelucci,https://openalex.org/A2045965892,moran eye institute university of utah usa,US
2017,10.1109/TVCG.2017.2744079,A Virtual Reality Visualization Tool for Neuron Tracing,8.0,8.0,Valerio Pascucci,https://openalex.org/A2296065211,sci institute university of utah usa,US
1992,10.1109/VISUAL.1992.235191,Optimizing triangulations by curvature equalization,2.0,1.0,L.L. Scarlatos,https://openalex.org/A16974148,grumman data systems woodbury ny usa,US
1992,10.1109/VISUAL.1992.235191,Optimizing triangulations by curvature equalization,2.0,2.0,T. Pavlidis,https://openalex.org/A2664473678,department of computer science state university of new york stony brook ny usa,US
1992,10.1109/VISUAL.1992.235197,Automated design of virtual worlds for visualizing multivariate relations,2.0,1.0,C. Beshers,https://openalex.org/A1999148574,department of computer science columbia university new york ny usa,US
1992,10.1109/VISUAL.1992.235197,Automated design of virtual worlds for visualizing multivariate relations,2.0,2.0,S. Feiner,https://openalex.org/A252695556,department of computer science columbia university new york ny usa,US
1992,10.1109/VISUAL.1992.235206,Visualizing code profiling line oriented statistics,2.0,1.0,S.G. Eick,https://openalex.org/A2230662789,at and t bell laboratories inc usa,US
1992,10.1109/VISUAL.1992.235206,Visualizing code profiling line oriented statistics,2.0,2.0,J.L. Steffen,https://openalex.org/A2016444158,at and t bell laboratories inc usa,US
1993,10.1109/VISUAL.1993.398878,Geometric clipping using Boolean textures,1.0,1.0,W.E. Lorensen,https://openalex.org/A2063924068,corporate research and development general electric company limited schenectady ny usa,US
1994,10.1109/VISUAL.1994.346330,Visualizing flow with quaternion frames,2.0,1.0,A.J. Hanson,https://openalex.org/A2134708163,department of computer science indiana university bloomington in usa,US
1994,10.1109/VISUAL.1994.346330,Visualizing flow with quaternion frames,2.0,2.0,Hui Ma,https://openalex.org/A2501798002,department of computer science indiana university bloomington in usa,US
1997,10.1109/VISUAL.1997.663857,Singularities in nonuniform tensor fields,3.0,1.0,Yingmei Lavin,https://openalex.org/A2131475549,department of physics university of stanford stanford ca usa,US
1997,10.1109/VISUAL.1997.663857,Singularities in nonuniform tensor fields,3.0,2.0,Y. Levy,https://openalex.org/A2111080702,faculty of aerospace engineering technion israel institute of technology haifa israel,IL
1997,10.1109/VISUAL.1997.663857,Singularities in nonuniform tensor fields,3.0,3.0,L. Hesselink,https://openalex.org/A2205887465,department of electrical engineering university of stanford stanford ca usa,US
1997,10.1109/VISUAL.1997.663889,GADGET: goal-oriented application design guidance for modular visualization environments,4.0,1.0,I. Fujishiro,https://openalex.org/A2777710565,department of information sciences ochanomizu university japan,JP
1997,10.1109/VISUAL.1997.663889,GADGET: goal-oriented application design guidance for modular visualization environments,4.0,2.0,Y. Takeshima,https://openalex.org/A2923630725,department of information sciences ochanomizu university japan,JP
1997,10.1109/VISUAL.1997.663889,GADGET: goal-oriented application design guidance for modular visualization environments,4.0,3.0,Y. Ichikawa,https://openalex.org/A2109340732,department of information sciences ochanomizu university japan,JP
1997,10.1109/VISUAL.1997.663889,GADGET: goal-oriented application design guidance for modular visualization environments,4.0,4.0,K. Nakamura,https://openalex.org/A2611316600,media processing laboratory sony corporation shinagawa tokyo japan,JP
2000,10.1109/VISUAL.2000.885701,Uniform frequency images: adding geometry to images to produce space-efficient textures,2.0,1.0,A. Hunter,https://openalex.org/A2311728181,johns hopkins university usa,US
2000,10.1109/VISUAL.2000.885701,Uniform frequency images: adding geometry to images to produce space-efficient textures,2.0,2.0,J.D. Cohen,https://openalex.org/A2195091045,johns hopkins university usa,US
2000,10.1109/VISUAL.2000.885745,Multi-resolution visualization techniques for nested weather models,1.0,1.0,L.A. Treinish,https://openalex.org/A2017298756,ibm thomas j watson research center yorktown heights ny usa,US
2003,10.1109/INFVIS.2003.1249023,Coordinated graph and scatter-plot views for the visual exploration of microarray time-series data,2.0,1.0,P. Craig,https://openalex.org/A2112782786,school of computing napier university uk,GB
2003,10.1109/INFVIS.2003.1249023,Coordinated graph and scatter-plot views for the visual exploration of microarray time-series data,2.0,2.0,J. Kennedy,https://openalex.org/A2112764583,school of computing napier university uk,GB
2004,10.1109/VISUAL.2004.29,Efficient point-based isosurface exploration using the span-triangle,5.0,1.0,B. von Rymon-Lipinski,https://openalex.org/A242438827,surgical systems laboratory research center caesar,US
2004,10.1109/VISUAL.2004.29,Efficient point-based isosurface exploration using the span-triangle,5.0,2.0,N. Hanssen,https://openalex.org/A2082827409,research center caesar surgical systems laboratory germany,US
2004,10.1109/VISUAL.2004.29,Efficient point-based isosurface exploration using the span-triangle,5.0,3.0,T. Jansen,https://openalex.org/A2303199748,research center caesar surgical systems laboratory germany,US
2004,10.1109/VISUAL.2004.29,Efficient point-based isosurface exploration using the span-triangle,5.0,4.0,L. Ritter,https://openalex.org/A2256811095,research center caesar surgical systems laboratory germany,US
2004,10.1109/VISUAL.2004.29,Efficient point-based isosurface exploration using the span-triangle,5.0,5.0,E. Keeve,https://openalex.org/A2204334965,research center caesar surgical systems laboratory germany,US
2004,10.1109/VISUAL.2004.87,Radial hermite operators for scattered point cloud data with normal vectors and applications to implicitizing polygon mesh surfaces for generalized CSG operations and smoothing,1.0,1.0,G.M. Nielson,https://openalex.org/A2113934472,arizona state university usa,US
2005,10.1109/INFVIS.2005.1532143,Visualizing coordination in situ,1.0,1.0,C. Weaver,https://openalex.org/A2209975384,computer science department university of wisconsin madison usa,US
2005,10.1109/VISUAL.2005.1532811,VolQD: direct volume rendering of multi-million atom quantum dot simulations,5.0,1.0,W. Qiao,https://openalex.org/A2312106699,purdue university usa,US
2005,10.1109/VISUAL.2005.1532811,VolQD: direct volume rendering of multi-million atom quantum dot simulations,5.0,2.0,D.S. Ebert,https://openalex.org/A2136127216,purdue university usa,US
2005,10.1109/VISUAL.2005.1532811,VolQD: direct volume rendering of multi-million atom quantum dot simulations,5.0,3.0,A. Entezari,https://openalex.org/A2045036255,simon fraser university canada,CA
2005,10.1109/VISUAL.2005.1532811,VolQD: direct volume rendering of multi-million atom quantum dot simulations,5.0,4.0,M. Korkusinski,https://openalex.org/A2071336345,purdue university usa,US
2005,10.1109/VISUAL.2005.1532811,VolQD: direct volume rendering of multi-million atom quantum dot simulations,5.0,5.0,G. Klimeck,https://openalex.org/A1625055017,purdue university usa,US
2005,10.1109/VISUAL.2005.1532812,High dynamic range volume visualization,4.0,1.0,X. Yuan,https://openalex.org/A4257680539,department of computer science and engineering university of minnesota twin city usa,US
2005,10.1109/VISUAL.2005.1532812,High dynamic range volume visualization,4.0,2.0,M.Z. Nguyen,https://openalex.org/A4257680540,department of computer science and engineering university of minnesota twin city usa,US
2005,10.1109/VISUAL.2005.1532812,High dynamic range volume visualization,4.0,3.0,B. Chen,https://openalex.org/A4257680541,department of computer science and engineering university of minnesota twin city usa,US
2005,10.1109/VISUAL.2005.1532812,High dynamic range volume visualization,4.0,4.0,D.H. Porter,https://openalex.org/A4257680542,the laboratory for computational science and engineering university of minnesota twin city usa,US
2005,10.1109/VISUAL.2005.1532837,Eyegaze analysis of displays with combined 2D and 3D views,5.0,1.0,M. Tory,https://openalex.org/A3145702239,department of computer science university of british columbia usa,CA
2005,10.1109/VISUAL.2005.1532837,Eyegaze analysis of displays with combined 2D and 3D views,5.0,2.0,M.S. Atkins,https://openalex.org/A2963776939,school of computing science simon fraser university canada,CA
2005,10.1109/VISUAL.2005.1532837,Eyegaze analysis of displays with combined 2D and 3D views,5.0,3.0,A.E. Kirkpatrick,https://openalex.org/A2108157957,school of computing science simon fraser university canada,CA
2005,10.1109/VISUAL.2005.1532837,Eyegaze analysis of displays with combined 2D and 3D views,5.0,4.0,M. Nicolaou,https://openalex.org/A2106252463,department of computing imperial college london uk,GB
2005,10.1109/VISUAL.2005.1532837,Eyegaze analysis of displays with combined 2D and 3D views,5.0,5.0,G.-Z. Yang,https://openalex.org/A2133649610,department of computing imperial college london uk,GB
2006,10.1109/VAST.2006.261427,Avian Flu Case Study with nSpace and GeoTime,6.0,1.0,Pascale Proulx,https://openalex.org/A2163758558,oculus info inc usa,US
2006,10.1109/VAST.2006.261427,Avian Flu Case Study with nSpace and GeoTime,6.0,2.0,Sumeet Tandon,https://openalex.org/A2560089816,oculus info inc usa,US
2006,10.1109/VAST.2006.261427,Avian Flu Case Study with nSpace and GeoTime,6.0,3.0,Adam Bodnar,https://openalex.org/A3089421122,oculus info inc usa,US
2006,10.1109/VAST.2006.261427,Avian Flu Case Study with nSpace and GeoTime,6.0,4.0,David Schroh,https://openalex.org/A243489977,oculus info inc usa,US
2006,10.1109/VAST.2006.261427,Avian Flu Case Study with nSpace and GeoTime,6.0,5.0,Robert Harper,https://openalex.org/A2224095039,oculus info inc usa,US
2006,10.1109/VAST.2006.261427,Avian Flu Case Study with nSpace and GeoTime,6.0,6.0,William Wright,https://openalex.org/A2238063413,oculus info inc usa,US
2006,10.1109/TVCG.2006.114,A Trajectory-Preserving Synchronization Method for Collaborative Visualization,3.0,1.0,Lewis W.f. Li,https://openalex.org/A2103578498,department of computer science at city university of hong kong hong kong hong kong china,CN
2006,10.1109/TVCG.2006.114,A Trajectory-Preserving Synchronization Method for Collaborative Visualization,3.0,2.0,Frederick W.b. Li,https://openalex.org/A2134776387,department of computer science at university of durham united kingdom,GB
2006,10.1109/TVCG.2006.114,A Trajectory-Preserving Synchronization Method for Collaborative Visualization,3.0,3.0,Rynson W.h. Lau,https://openalex.org/A2104532978,department of computer science at university of durham united kingdom,GB
2006,10.1109/TVCG.2006.141,Extensions of the Zwart-Powell Box Spline for Volumetric Data Reconstruction on the Cartesian Lattice,2.0,1.0,Alireza Entezari,https://openalex.org/A2045036255,school of computing science simon fraser university canada,CA
2006,10.1109/TVCG.2006.141,Extensions of the Zwart-Powell Box Spline for Volumetric Data Reconstruction on the Cartesian Lattice,2.0,2.0,Torsten Moller,https://openalex.org/A2682213054,school of computing science simon fraser university canada,CA
2006,10.1109/TVCG.2006.175,Scalable Data Servers for Large Multivariate Volume Visualization,4.0,1.0,Markus Glatter,https://openalex.org/A2113777481,university of tennessee usa,US
